日期,数据类目,当期值(美元/吨),环比变化,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05-22,澳大利亚海波因特-中国舟山,15.93,0.10,144,2024-05-22 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-22,印尼萨马林达-中国广州,9.38,0.00,145,2024-05-22 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-21,澳大利亚海波因特-中国舟山,15.86,0.00,146,2024-05-21 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-21,印尼塔巴尼奥-中国南通,14.65,0.00,147,2024-05-21 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-21,印尼萨马林达-中国广州,9.35,0.00,148,2024-05-21 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-21,澳大利亚纽卡斯尔-中国舟山,16.28,-0.20,149,2024-05-21 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-21,印尼塔巴尼奥-中国广州,12.33,0.00,150,2024-05-21 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-20,澳大利亚海波因特-中国舟山,15.84,0.00,151,2024-05-20 00:00:00,1,0,2024-07-03 00:58:42,0,2024-07-03 00:58:42,,,
2024-05-20,印尼塔巴尼奥-中国广州,12.34,0.00,152,2024-05-20 00:00:00,1,0,2024-07-03 00:58:42,0,2024-07-03 00:58:42,,,
2024-05-20,印尼萨马林达-中国广州,9.32,0.00,153,2024-05-20 00:00:00,1,0,2024-07-03 00:58:42,0,2024-07-03 00:58:42,,,
2024-05-20,印尼塔巴尼奥-中国南通,14.63,0.00,154,2024-05-20 00:00:00,1,0,2024-07-03 00:58:42,0,2024-07-03 00:58:42,,,
