date,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#7_上网电量,永安_永安#7_利用小时,永安_永安#7_发电厂用电率,永安_永安#7_发电标煤量,永安_永安#7_发电用厂用电量,永安_永安#7_开机率,永安_永安#7_综合供电煤耗,永安_永安#7_综合厂用电率,永安_永安#7_综合厂用电量,永安_永安#7_负荷率,永安_永安#7_运行小时,永安_永安#8_上网电量,永安_永安#8_利用小时,永安_永安#8_发电厂用电率,永安_永安#8_发电标煤量,永安_永安#8_发电用厂用电量,永安_永安#8_开机率,永安_永安#8_综合供电煤耗,永安_永安#8_综合厂用电率,永安_永安#8_综合厂用电量,永安_永安#8_负荷率,永安_永安#8_运行小时,tempMax,tempMin,textDay,textNight,windScaleDay,永安_永安#7_发电量,永安_永安#8_发电量
20220111.0,995.5,12.64,7.502655,17.8185,5.537316,3134.459763,59.2,100.0,1069.7,314.862859,6.885166,73.61,6495.0,74.24375,518.0656,18.576333,5.448546,1624.239269,30.3642,100.0,313.52,7.038418,39.2244,77.401389,24.0,477.4344,17.060667,5.634481,1510.220494,28.8384,100.0,316.32,6.718299,34.3856,71.086111,24.0,12.0,3.0,0.0,0.0,1.0,557.29,511.82
20220112.0,1007.55,12.66,7.453776,18.055833,5.60576,3173.385567,60.73,100.0,1094.3,314.960604,6.996815,75.8,6766.0,75.232639,512.1685,18.404333,5.536975,1607.748138,30.5713,100.0,313.91,7.237698,39.9615,76.684722,24.0,495.3765,17.707333,5.677102,1565.637428,30.1579,100.0,316.05,6.747393,35.8435,73.780556,24.0,15.0,3.0,1.0,1.0,1.0,552.13,531.22
20220113.0,1039.94,12.36,7.30153,18.577333,5.432247,3281.453679,60.55,100.0,1116.9,315.542597,6.701715,74.7,7060.0,77.405556,516.2956,18.558333,5.553318,1623.543144,30.9181,100.0,314.46,7.26617,40.4544,77.326389,24.0,523.6444,18.596333,5.311692,1657.910535,29.6334,100.0,316.61,6.138414,34.2456,77.484722,24.0,14.0,5.0,0.0,0.0,1.0,556.75,557.89
20220114.0,1058.97,12.61,7.49977,18.940667,5.545387,3337.056109,63.02,100.0,1140.5,315.122818,6.816902,77.47,6937.0,78.919444,517.7651,18.626333,5.516312,1627.335709,30.8246,100.0,314.3,7.341738,41.0249,77.609722,24.0,541.2049,19.255,5.573548,1709.7204,32.1956,100.0,315.91,6.309201,36.4451,80.229167,24.0,12.0,10.0,1.0,1.0,2.0,558.79,577.65
20220115.0,1064.25,12.0,7.316413,19.0024,5.463345,3357.937406,62.29,100.0,1137.9,315.521485,6.656177,75.89,6243.0,79.176667,521.8237,18.7208,5.392148,1644.683938,30.2836,100.0,315.18,7.086645,39.8003,78.003333,24.0,542.4263,19.284,5.531736,1713.253469,32.0022,100.0,315.85,6.238972,36.0937,80.35,24.0,15.0,11.0,3.0,3.0,2.0,561.624,578.52
20220116.0,968.39,12.34,8.104446,17.352833,5.629244,3219.272077,58.61,100.0,1041.2,332.435494,6.991173,72.79,6204.0,72.303472,520.5859,18.663333,5.261243,1666.707817,29.4577,100.0,320.16,7.021629,39.3141,77.763889,24.0,447.7991,16.042333,6.057452,1552.56426,29.1527,100.0,346.71,6.954703,33.4709,66.843056,24.0,12.0,11.0,1.0,1.0,1.0,559.9,481.27
20220117.0,930.93,12.68,8.192225,16.712,5.715454,2921.305136,57.31,100.0,997.6,313.805027,7.160523,71.8,6937.0,69.633333,502.8021,17.992667,5.756957,1578.396352,31.0749,100.0,313.92,6.85055,36.9779,74.969444,24.0,428.1279,15.431333,5.667905,1342.908784,26.239,100.0,313.67,7.519787,34.8121,64.297222,24.0,11.0,10.0,3.0,3.0,3.0,539.78,462.94
20220118.0,927.91,11.77,7.421766,16.605667,5.53827,2910.218827,55.18,100.0,995.5,313.631584,6.868137,68.43,5614.0,69.190278,428.9866,15.409667,5.955245,1348.304884,27.5305,100.0,314.3,7.204006,33.3034,64.206944,24.0,498.9184,17.801667,5.178129,1561.913943,27.6538,100.0,313.06,6.578335,35.1316,74.173611,24.0,11.0,9.0,1.0,1.0,2.0,462.29,534.05
20220119.0,925.43,11.3,7.670971,16.574,5.671534,2766.089732,56.4,100.0,975.0,298.897781,6.938578,69.0,5163.0,69.058333,418.2,15.017333,6.147296,1180.28586,27.6948,100.0,282.23,7.173932,32.32,62.572222,24.0,507.23,18.130667,5.277283,1585.803872,28.7042,100.0,312.64,6.745477,36.69,75.544444,24.0,19.0,7.0,0.0,0.0,1.0,450.52,543.92
20220120.0,508.75,10.49,7.914019,9.251167,5.754229,1593.2015,31.94,50.0,552.0,313.16,8.344893,46.32,3174.0,77.093056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.75,18.502333,5.755094,1593.2015,31.9448,100.0,313.16,8.344893,46.32,77.093056,24.0,13.0,9.0,1.0,1.0,2.0,0.0,555.07
20220121.0,508.97,8.87,7.559416,9.249167,5.51401,1594.704804,30.6,50.0,552.0,313.32,8.285431,45.98,3473.0,77.076389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.97,18.498333,5.514551,1594.704804,30.603,100.0,313.32,8.285431,45.98,77.076389,24.0,14.0,10.0,1.0,1.0,3.0,0.0,554.95
20220122.0,514.14,7.2,7.2987,9.2565,5.471831,1610.594964,30.39,50.0,552.0,313.26,7.427213,41.25,3599.0,77.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.14,18.513,5.472353,1610.594964,30.3929,100.0,313.26,7.427213,41.25,77.1375,24.0,14.0,10.0,6.0,6.0,1.0,0.0,555.39
20220123.0,517.88,5.21,7.106138,9.278,5.502263,1653.435476,30.63,50.0,552.0,319.27,6.969893,38.8,3324.0,77.316667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.88,18.556,5.503036,1653.435476,30.6343,100.0,319.27,6.969893,38.8,77.316667,24.0,16.0,11.0,3.0,3.0,1.0,0.0,556.68
20220124.0,518.6,3.36,7.16198,9.277333,5.694884,1692.797799,31.7,50.0,552.0,326.416853,6.83386,38.04,3434.0,77.311111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.595,18.554667,5.695009,1692.797799,31.7007,100.0,326.42,6.834759,38.045,77.311111,24.0,17.0,11.0,3.0,3.0,2.0,0.0,556.64
20220125.0,419.71,1.11,8.277652,7.488333,6.576897,1089.218416,29.55,41.666667,519.0,259.516908,7.246828,32.56,2113.0,74.883333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.705,14.976667,6.576786,1089.218416,29.5495,83.333333,259.52,6.586913,29.595,74.883333,20.0,19.0,11.0,1.0,1.0,1.0,0.0,449.3
20220126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,1.0,1.0,2.0,0.0,0.0
20220127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,1.0,1.0,1.0,0.0,0.0
20220128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,1.0,1.0,2.0,0.0,0.0
20220129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,3.0,3.0,2.0,0.0,0.0
20220130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0
20220131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0
20220201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,6.0,6.0,3.0,0.0,0.0
20220202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,7.0,2.0,0.0,0.0
20220203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,7.0,1.0,0.0,0.0
20220204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,2.0,0.0,0.0
20220205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,4.0,1.0,0.0,0.0
20220206.0,3.91,0.0,0.0,0.094667,417.253521,138.19014,23.7,2.083333,7.3,3534.27468,478.697183,27.19,167.0,18.933333,3.905,0.189333,417.227113,138.19014,23.6985,4.166667,3538.8,31.25,1.775,18.933333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,3.0,3.0,3.0,5.68,0.0
20220207.0,489.67,0.62,7.41086,8.800667,6.7154,1861.020799,35.46,50.0,532.1,380.056119,7.266495,38.37,3321.0,73.338889,489.665,17.601333,6.715173,1861.020799,35.4588,100.0,380.06,7.267442,38.375,73.338889,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.0,7.0,1.0,528.04,0.0
20220208.0,513.65,2.51,7.125661,9.209667,6.18553,1652.550059,34.18,50.0,552.0,321.726868,7.036085,38.88,3260.0,76.747222,513.645,18.419333,6.185113,1652.550059,34.1777,100.0,321.73,7.046039,38.935,76.747222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,6.0,6.0,1.0,552.58,0.0
20220209.0,512.16,5.19,7.015941,9.204667,5.866589,1621.703424,32.4,50.0,552.0,316.64,7.264431,40.12,3595.0,76.705556,512.16,18.409333,5.867115,1621.703424,32.4029,100.0,316.64,7.264431,40.12,76.705556,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,6.0,6.0,2.0,552.28,0.0
20220210.0,510.07,7.52,7.747218,9.204167,5.830693,1585.042525,32.2,50.0,552.0,310.75,7.637845,42.18,3486.0,76.701389,510.07,18.408333,5.830675,1585.042525,32.1999,100.0,310.75,7.637845,42.18,76.701389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,3.0,3.0,2.0,552.25,0.0
20220211.0,508.64,8.36,7.739272,9.182667,5.798969,1584.261008,31.95,50.0,552.0,311.47,7.681138,42.32,3718.0,76.522222,508.64,18.365333,5.798334,1584.261008,31.9465,100.0,311.47,7.681138,42.32,76.522222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,4.0,4.0,2.0,550.96,0.0
20220212.0,510.24,8.81,7.592583,9.199333,5.652584,1588.070976,31.2,50.0,552.0,311.24,7.558519,41.72,3750.0,76.661111,510.24,18.398667,5.652584,1588.070976,31.2,100.0,311.24,7.558519,41.72,76.661111,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,1.0,1.0,2.0,551.96,0.0
20220213.0,508.37,10.11,7.990604,9.209667,5.791017,1582.962506,32.0,50.0,552.0,311.38,8.000651,44.21,3619.0,76.747222,508.37,18.419333,5.791017,1582.962506,32.0,100.0,311.38,8.000651,44.21,76.747222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,7.0,1.0,552.58,0.0
20220214.0,508.09,10.5,8.022745,9.212167,5.805728,1581.633361,32.09,50.0,552.0,311.29,8.076276,44.64,3582.0,76.768056,508.09,18.424333,5.805728,1581.633361,32.09,100.0,311.29,8.076276,44.64,76.768056,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,4.0,3.0,552.73,0.0
20220215.0,509.14,10.0,7.868755,9.209667,5.740345,1586.973795,31.72,50.0,552.0,311.696939,7.861305,43.44,3616.0,76.747222,509.135,18.419333,5.740961,1586.973795,31.7234,100.0,311.7,7.86221,43.445,76.747222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,4.0,4.0,2.0,552.58,0.0
20220216.0,508.15,10.3,7.615133,9.194667,5.579321,1582.566788,30.78,50.0,552.0,311.436936,7.890444,43.53,3566.0,76.622222,508.145,18.389333,5.578633,1582.566788,30.7762,100.0,311.44,7.89135,43.535,76.622222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,1.0,1.0,3.0,551.68,0.0
20220217.0,505.73,11.08,7.841594,9.200833,5.725931,1570.124408,31.61,50.0,552.0,310.46693,8.392356,46.33,3556.0,76.673611,505.725,18.401667,5.726239,1570.124408,31.6117,100.0,310.47,8.39145,46.325,76.673611,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,6.0,6.0,3.0,552.05,0.0
20220218.0,510.35,11.45,7.950152,9.267667,5.648671,1583.294328,31.41,50.0,552.0,310.236961,8.222134,45.72,3623.0,77.230556,510.345,18.535333,5.649426,1583.294328,31.4142,100.0,310.24,8.221235,45.715,77.230556,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,7.0,7.0,2.0,556.06,0.0
20220219.0,511.45,11.86,7.880289,9.288333,5.478198,1589.315338,30.53,50.0,552.0,310.746962,8.228961,45.86,3833.0,77.402778,511.445,18.576667,5.477911,1589.315338,30.5284,100.0,310.75,8.228064,45.855,77.402778,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,6.0,2.0,557.3,0.0
20220220.0,483.89,12.29,8.11385,8.817,5.340063,1504.026898,28.25,50.0,527.0,310.82,8.530868,45.13,3645.0,73.475,483.89,17.634,5.340119,1504.026898,28.2503,100.0,310.82,8.530868,45.13,73.475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,6.0,3.0,529.02,0.0
20220221.0,456.45,12.46,7.979027,8.377167,5.441378,1418.539771,27.35,50.0,515.7,310.776596,9.189662,46.19,3346.0,69.809722,456.445,16.754333,5.441597,1418.539771,27.3511,100.0,310.78,9.188668,46.185,69.809722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,7.0,2.0,502.63,0.0
20220222.0,443.58,12.61,7.945715,8.270833,5.547607,1378.231883,27.53,50.0,493.1,310.706498,10.613602,52.67,3630.0,68.923611,443.575,16.541667,5.547426,1378.231883,27.5291,100.0,310.71,10.61461,52.675,68.923611,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,3.0,2.0,496.25,0.0
20220223.0,597.52,10.63,6.922349,11.0005,7.452692,2014.364612,49.19,70.25,586.9,337.120868,9.469267,62.5,4473.0,65.246145,457.4249,16.483333,4.930961,1422.042529,24.3836,100.0,310.88,7.497492,37.0751,68.680556,24.0,140.0951,5.517667,14.983024,592.322083,24.8014,40.5,422.8,15.365734,25.4349,56.766118,9.72,7.0,5.0,3.0,3.0,3.0,494.5,165.53
20220224.0,964.98,10.2,7.092785,17.235167,5.53326,3007.764943,57.22,100.0,1030.3,311.691946,6.684975,69.13,6362.0,71.813194,479.3809,17.17,5.288662,1499.024074,27.2419,100.0,312.7,6.934401,35.7191,71.541667,24.0,485.5941,17.300333,5.776652,1508.740869,29.9814,100.0,310.7,6.438392,33.4159,72.084722,24.0,10.0,3.0,3.0,3.0,1.0,515.1,519.01
20220225.0,985.77,11.02,7.326168,17.599833,5.411983,3076.31529,57.15,100.0,1056.3,312.072318,6.650631,70.23,6216.0,73.332639,499.256,17.797,5.672791,1569.061757,30.2876,100.0,314.28,6.490607,34.654,74.154167,24.0,486.509,17.402667,5.144652,1507.253533,26.8592,100.0,309.81,6.813324,35.571,72.511111,24.0,18.0,6.0,3.0,3.0,2.0,533.91,522.08
20220226.0,1093.57,10.92,7.976602,19.537167,5.594465,3407.34054,65.58,100.0,1184.7,311.579555,6.710287,78.66,6547.0,81.404861,500.7544,18.101,5.591385,1556.645128,30.3629,100.0,310.86,7.785132,42.2756,75.420833,24.0,592.8106,20.973333,5.596917,1850.695412,35.2158,100.0,312.19,5.783439,36.3894,87.388889,24.0,20.0,7.0,3.0,3.0,1.0,543.03,629.2
20220227.0,1009.03,9.24,7.50179,18.0175,5.592711,3149.407754,60.46,100.0,1081.3,312.122311,6.662042,72.02,5947.0,75.072917,512.6215,18.309333,5.81534,1602.301023,31.9425,100.0,312.57,6.673919,36.6585,76.288889,24.0,496.4085,17.725667,5.362431,1547.106731,28.5158,100.0,311.66,6.649773,35.3615,73.856944,24.0,25.0,9.0,3.0,3.0,1.0,549.28,531.77
20220228.0,952.0,9.37,7.550259,17.034,5.762005,2976.340619,58.89,93.75,1076.3,312.640821,6.853939,70.05,5385.0,75.706667,432.1957,15.525667,6.401937,1363.92319,29.8183,87.5,315.58,7.208343,33.5743,73.931746,21.0,519.7993,18.542333,5.225556,1612.417429,29.0682,100.0,310.2,6.556295,36.4707,77.259722,24.0,28.0,13.0,3.0,3.0,1.0,465.77,556.27
20220301.0,506.99,10.66,8.21528,9.228333,5.846126,1580.186432,32.37,50.0,552.0,311.68,8.435976,46.71,3356.0,76.902778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.99,18.456667,5.846487,1580.186432,32.372,100.0,311.68,8.435976,46.71,76.902778,24.0,23.0,13.0,3.0,3.0,2.0,0.0,553.7
20220302.0,506.39,11.82,7.942641,9.257333,5.561357,1573.793942,30.89,50.0,552.0,310.786931,8.832637,49.06,3491.0,77.144444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.385,18.514667,5.560511,1573.793942,30.8853,100.0,310.79,8.831737,49.055,77.144444,24.0,24.0,15.0,1.0,1.0,2.0,0.0,555.44
20220303.0,512.38,11.88,7.636841,9.308333,5.323187,1590.17133,29.73,50.0,552.0,310.35,8.257833,46.12,3541.0,77.569444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.38,18.616667,5.323563,1590.17133,29.7321,100.0,310.35,8.257833,46.12,77.569444,24.0,27.0,15.0,1.0,1.0,3.0,0.0,558.5
20220304.0,505.4,13.06,8.471328,9.275667,5.93668,1572.283845,33.04,50.0,552.0,311.096922,9.188917,51.14,4079.0,77.297222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.395,18.551333,5.936465,1572.283845,33.0388,100.0,311.1,9.189816,51.145,77.297222,24.0,27.0,16.0,6.0,6.0,1.0,0.0,556.54
20220305.0,509.8,11.76,7.60239,9.277667,5.452161,1591.172154,30.35,50.0,552.0,312.116939,8.418065,46.86,4129.0,77.313889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.795,18.555333,5.452143,1591.172154,30.3499,100.0,312.12,8.418963,46.865,77.313889,24.0,19.0,14.0,1.0,1.0,3.0,0.0,556.66
20220306.0,512.88,10.95,7.301743,9.273667,5.156177,1601.708625,28.69,50.0,552.0,312.296955,7.826821,43.55,4112.0,77.280556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.875,18.547333,5.156932,1601.708625,28.6942,100.0,312.3,7.825923,43.545,77.280556,24.0,18.0,13.0,3.0,3.0,1.0,0.0,556.42
