date,邵武_厂级_上网电量,邵武_厂级_供电煤耗,邵武_厂级_利用小时,邵武_厂级_发电厂用电率,邵武_厂级_发电标煤量,邵武_厂级_发电用厂用电量,邵武_厂级_发电耗煤量,邵武_厂级_开机率,邵武_厂级_综合厂用电率,邵武_厂级_综合厂用电量,邵武_厂级_耗煤量,邵武_厂级_负荷率,邵武_邵武#3_上网电量,邵武_邵武#3_利用小时,邵武_邵武#3_发电厂用电率,邵武_邵武#3_发电标煤量,邵武_邵武#3_发电用厂用电量,邵武_邵武#3_开机率,邵武_邵武#3_综合厂用电率,邵武_邵武#3_综合厂用电量,邵武_邵武#3_负荷率,邵武_邵武#3_运行小时,邵武_邵武#4_上网电量,邵武_邵武#4_利用小时,邵武_邵武#4_发电厂用电率,邵武_邵武#4_发电标煤量,邵武_邵武#4_发电用厂用电量,邵武_邵武#4_开机率,邵武_邵武#4_综合厂用电率,邵武_邵武#4_综合厂用电量,邵武_邵武#4_负荷率,邵武_邵武#4_运行小时,tempMax,tempMin,textDay,textNight,windScaleDay,邵武_邵武#3_发电量,邵武_邵武#4_发电量
20240303.0,2173.18,280.797235,17.287879,4.497809,6119.582616,102.64,10827.0,100.0,4.768624,108.82,10827.0,72.032828,1081.48,17.212121,4.552817,3046.637308,51.72,100.0,4.799296,54.52,71.717172,24.0,1091.71,17.363636,4.443281,3072.945308,50.92,100.0,4.737347,54.29,72.348485,24.0,13.0,9.0,4.0,4.0,1.0,1136.0,1146.0
20240304.0,2270.5,280.41141,18.05303,4.469996,6383.50967,106.52,10929.0,100.0,4.72094,112.5,10929.0,75.22096,1135.55,18.060606,4.516779,3190.554835,53.84,100.0,4.735738,56.45,75.252525,24.0,1134.95,18.045455,4.423174,3192.954835,52.68,100.0,4.706129,56.05,75.189394,24.0,17.0,9.0,6.0,6.0,1.0,1192.0,1191.0
20240305.0,2119.42,281.642807,16.871212,4.547822,5986.937484,101.28,9554.0,100.0,4.830714,107.58,9554.0,70.296717,1059.38,16.863636,4.531896,2992.7485,50.44,100.0,4.81761,53.62,70.265152,24.0,1060.04,16.878788,4.563734,2994.188984,50.84,100.0,4.843806,53.96,70.328283,24.0,15.0,7.0,4.0,4.0,1.0,1113.0,1114.0
20240306.0,1999.63,282.146659,15.931818,4.673324,5656.250512,98.28,9433.0,100.0,4.915359,103.37,9433.0,66.382576,1001.74,15.939394,4.596958,2832.820546,48.36,100.0,4.777567,50.26,66.414141,24.0,997.89,15.924242,4.749762,2823.429966,49.92,100.0,5.053283,53.11,66.35101,24.0,10.0,7.0,3.0,3.0,2.0,1052.0,1051.0
20240307.0,1897.93,282.873912,15.106061,4.615848,5380.14866,92.04,8221.0,100.0,4.817954,96.07,8221.0,62.941919,953.39,15.166667,4.535465,2701.716582,45.4,100.0,4.756244,47.61,63.194444,24.0,944.54,15.045455,4.696878,2678.432078,46.64,100.0,4.880161,48.46,62.689394,24.0,15.0,5.0,3.0,3.0,2.0,1001.0,993.0
20240308.0,1859.05,283.040264,14.818182,4.683027,5277.002687,91.6,8266.0,100.0,4.956544,96.95,8266.0,61.742424,932.88,14.848485,4.591837,2647.51344,45.0,100.0,4.808163,47.12,61.868687,24.0,926.17,14.787879,4.77459,2629.489247,46.6,100.0,5.105533,49.83,61.616162,24.0,18.0,6.0,4.0,4.0,1.0,980.0,976.0
20240309.0,2075.106,281.667749,16.462121,4.289001,5858.125835,93.2,9143.0,100.0,4.509434,97.99,9143.0,68.592172,1038.158,16.454545,4.235727,2929.162797,46.0,100.0,4.405341,47.842,68.560606,24.0,1036.9479,16.469697,4.342226,2928.963038,47.2,100.0,4.604609,50.0521,68.623737,24.0,11.0,6.0,3.0,3.0,1.0,1086.0,1087.0
20240310.0,2003.067,282.018882,15.924242,4.483349,5662.262313,94.24,7944.0,100.0,4.70647,98.93,7944.0,66.35101,1003.6512,15.939394,4.365019,2835.415005,45.92,100.0,4.595894,48.3488,66.414141,24.0,999.4157,15.909091,4.601905,2826.847307,48.32,100.0,4.817552,50.5843,66.287879,24.0,18.0,10.0,3.0,3.0,1.0,1052.0,1050.0
20240311.0,2294.69,280.594144,18.204545,4.214732,6458.491539,101.28,9559.0,100.0,4.507699,108.32,9559.0,75.852273,1146.79,18.181818,4.153333,3227.755134,49.84,100.0,4.434167,53.21,75.757576,24.0,1147.89,18.227273,4.275977,3230.736405,51.44,100.0,4.581047,55.11,75.94697,24.0,14.0,7.0,6.0,6.0,1.0,1200.0,1203.0
20240312.0,2139.3,281.304933,17.0,4.45098,6031.515336,99.88,8345.0,100.0,4.665775,104.7,8345.0,70.833333,976.34,15.515152,4.527344,2759.527376,46.36,100.0,4.654297,47.66,64.646465,24.0,1162.96,18.484848,4.386885,3271.98796,53.52,100.0,4.67541,57.04,77.020202,24.0,21.0,9.0,4.0,4.0,1.0,1024.0,1220.0
20240313.0,1952.709,282.06734,15.560606,4.629017,5525.47353,95.08,8345.0,100.0,4.931353,101.29,8345.0,64.835859,981.937755,15.621212,4.457808,2777.705521,45.96,100.0,4.758705,49.062245,65.088384,24.0,970.771245,15.5,4.801564,2747.76801,49.12,100.0,5.10545,52.228755,64.583333,24.0,16.0,11.0,3.0,3.0,1.0,1031.0,1023.0
20240314.0,2258.652,281.186772,17.939394,4.400338,6365.506149,104.2,8894.0,100.0,4.617821,109.35,8894.0,74.747475,1103.831389,17.515152,4.311419,3114.570647,49.84,100.0,4.512856,52.168611,72.979798,24.0,1154.820611,18.363636,4.485149,3250.935502,54.36,100.0,4.717771,57.179389,76.515152,24.0,11.0,10.0,3.0,3.0,1.0,1156.0,1212.0
20240315.0,2364.39,280.770143,18.780303,4.361436,6656.723178,108.12,9495.0,100.0,4.623235,114.61,9495.0,78.251263,1229.17,19.484848,4.211509,3459.376048,54.16,100.0,4.419129,56.83,81.186869,24.0,1135.22,18.075758,4.523051,3197.34713,53.96,100.0,4.843252,57.78,75.315657,24.0,16.0,11.0,6.0,6.0,1.0,1286.0,1193.0
20240316.0,2275.75,281.085722,18.083333,4.462505,6410.103671,106.52,9838.0,100.0,4.660662,111.25,9838.0,75.347222,1141.26,18.106061,4.30795,3214.35879,51.48,100.0,4.497071,53.74,75.441919,24.0,1134.49,18.060606,4.61745,3195.744881,55.04,100.0,4.824664,57.51,75.252525,24.0,14.0,13.0,7.0,7.0,1.0,1195.0,1192.0
20240317.0,2196.15,281.607102,17.484848,4.556326,6203.353893,105.16,8717.0,100.0,4.846187,111.85,8717.0,72.853535,1102.09,17.5,4.342857,3112.853205,50.16,100.0,4.580952,52.91,72.916667,24.0,1094.06,17.469697,4.770165,3090.500688,55.0,100.0,5.111882,58.94,72.790404,24.0,23.0,13.0,4.0,4.0,1.0,1155.0,1153.0
20240318.0,2179.65,282.104746,17.348485,4.60786,6162.521755,105.52,9319.0,100.0,4.818777,110.35,9319.0,72.285354,1091.17,17.348485,4.48559,3083.973771,51.36,100.0,4.70131,53.83,72.285354,24.0,1088.48,17.348485,4.730131,3078.547984,54.16,100.0,4.936245,56.52,72.285354,24.0,14.0,8.0,6.0,6.0,1.0,1145.0,1145.0
20240319.0,2078.274,282.123153,16.545455,4.600733,5878.092311,100.48,8647.0,100.0,4.840659,105.72,8647.0,68.939394,1041.8874,16.560606,4.468435,2948.020398,48.84,100.0,4.676359,51.1126,69.002525,24.0,1036.3865,16.530303,4.733272,2930.071913,51.64,100.0,5.00582,54.6135,68.876263,24.0,19.0,6.0,3.0,3.0,2.0,1093.0,1091.0
20240320.0,1943.502,282.580033,15.477273,4.624572,5506.128456,94.48,8134.0,100.0,4.869799,99.49,8134.0,64.488636,975.9862,15.530303,4.550244,2764.285714,46.64,100.0,4.781834,49.0138,64.709596,24.0,967.5157,15.424242,4.699411,2741.842742,47.84,100.0,4.959165,50.4843,64.267677,24.0,21.0,7.0,1.0,1.0,1.0,1025.0,1018.0
20240321.0,2374.32,280.787843,18.856061,4.351949,6684.660012,108.32,9376.0,100.0,4.607473,114.68,9376.0,78.566919,1185.87,18.833333,4.34111,3338.935572,53.96,100.0,4.596138,57.13,78.472222,24.0,1188.45,18.878788,4.362761,3345.72444,54.36,100.0,4.61878,57.55,78.661616,24.0,14.0,11.0,1.0,1.0,1.0,1243.0,1246.0
20240322.0,2439.95,280.579669,19.371212,4.33946,6863.09094,110.96,10003.0,100.0,4.57763,117.05,10003.0,80.713384,1219.45,19.348485,4.328896,3430.55674,55.28,100.0,4.506656,57.55,80.618687,24.0,1220.5,19.393939,4.35,3432.5342,55.68,100.0,4.648438,59.5,80.808081,24.0,21.0,14.0,1.0,1.0,2.0,1277.0,1280.0
20240323.0,2482.194,280.559497,19.727273,4.436252,6981.666976,115.52,9939.0,100.0,4.677419,121.8,9939.0,82.19697,1240.656953,19.712121,4.439662,3489.719877,57.76,100.0,4.638205,60.343047,82.133838,24.0,1241.537047,19.742424,4.432847,3491.947098,57.76,100.0,4.717034,61.462953,82.260101,24.0,21.0,17.0,3.0,3.0,1.0,1301.0,1303.0
20240324.0,2315.643,281.007719,18.439394,4.609696,6524.43722,112.2,9751.0,100.0,4.862777,118.36,9751.0,76.830808,1156.528828,18.424242,4.661184,3259.792155,56.68,100.0,4.890721,59.471172,76.767677,24.0,1159.114172,18.454545,4.558292,3264.645065,55.52,100.0,4.834633,58.885828,76.893939,24.0,30.0,18.0,4.0,4.0,1.0,1216.0,1218.0
20240325.0,2269.11,281.099325,18.060606,4.602349,6392.985722,109.72,8695.0,100.0,4.819211,114.89,8695.0,75.252525,1137.55,18.121212,4.638796,3204.02333,55.48,100.0,4.887124,58.45,75.505051,24.0,1131.56,18.0,4.565657,3188.962392,54.24,100.0,4.750842,56.44,75.0,24.0,30.0,12.0,7.0,7.0,2.0,1196.0,1188.0
20240326.0,2321.95,280.97142,18.462121,4.538367,6536.519117,110.6,9353.0,100.0,4.720968,115.05,9353.0,76.925505,1159.52,18.439394,4.591619,3265.092368,55.88,100.0,4.72309,57.48,76.830808,24.0,1162.43,18.484848,4.485246,3271.426749,54.72,100.0,4.718852,57.57,77.020202,24.0,23.0,14.0,3.0,3.0,1.0,1217.0,1220.0
20240327.0,2413.78,280.388908,19.166667,4.319368,6787.430381,109.28,7406.0,100.0,4.593676,116.22,7406.0,79.861111,1204.99,19.136364,4.310372,3387.829385,54.44,100.0,4.593032,58.01,79.734848,24.0,1208.79,19.19697,4.328335,3399.600996,54.84,100.0,4.594317,58.21,79.987374,24.0,26.0,15.0,3.0,3.0,1.0,1263.0,1267.0
20240328.0,2417.84,280.648974,19.181818,4.270142,6802.594352,108.12,8662.0,100.0,4.508689,114.16,8662.0,79.924242,1207.03,19.151515,4.275316,3395.496093,54.04,100.0,4.50712,56.97,79.79798,24.0,1210.81,19.212121,4.264984,3407.098259,54.08,100.0,4.510252,57.19,80.050505,24.0,20.0,11.0,6.0,6.0,2.0,1264.0,1268.0
20240329.0,2398.836,280.937629,19.015152,4.210359,6754.639593,105.68,7802.0,100.0,4.428685,111.16,7802.0,79.229798,1199.858,19.015152,4.178486,3374.720611,52.44,100.0,4.393785,55.142,79.229798,24.0,1198.978,19.015152,4.242231,3379.918982,53.24,100.0,4.463904,56.022,79.229798,24.0,27.0,14.0,4.0,4.0,1.0,1255.0,1255.0
20240330.0,2363.295,281.440616,18.765152,4.326201,6669.692291,107.16,8497.0,100.0,4.59023,113.7,8497.0,78.188131,1180.6299,18.727273,4.268608,3331.147263,52.76,100.0,4.479782,55.3701,78.030303,24.0,1182.665,18.80303,4.383562,3338.545029,54.4,100.0,4.700645,58.335,78.34596,24.0,24.0,17.0,8.0,8.0,1.0,1236.0,1241.0
20240331.0,2052.14,282.450045,16.295455,4.366341,5810.223388,93.92,8270.0,100.0,4.596002,98.86,8270.0,67.897727,1027.06,16.30303,4.30855,2907.60686,46.36,100.0,4.548327,48.94,67.929293,24.0,1025.08,16.287879,4.424186,2902.616528,47.56,100.0,4.643721,49.92,67.866162,24.0,23.0,14.0,4.0,4.0,2.0,1076.0,1075.0
20240401.0,2203.81,281.423636,17.484848,4.261698,6218.449241,98.36,5780.0,100.0,4.514298,104.19,5780.0,72.853535,1084.64,17.181818,4.176367,3061.830256,47.36,100.0,4.352734,49.36,71.590909,24.0,1119.17,17.787879,4.344123,3156.618985,51.0,100.0,4.670358,54.83,74.116162,24.0,20.0,17.0,8.0,8.0,2.0,1134.0,1174.0
20240402.0,1020.327,278.103819,8.272727,4.761905,2892.279721,52.0,4381.0,51.208333,6.563187,71.67,4381.0,67.312671,8.337155,0.136364,0.0,24.502898,0.0,2.416667,7.364946,0.662845,23.510972,0.58,1011.989845,16.409091,4.801477,2867.776823,52.0,100.0,6.556801,71.010155,68.371212,24.0,29.0,19.0,3.0,3.0,2.0,9.0,1083.0
20240403.0,736.428,285.988503,6.022727,5.605031,2146.17212,44.56,2856.0,50.0,7.367296,58.57,2856.0,50.189394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.428,12.045455,5.605031,2146.17212,44.56,100.0,7.367547,58.572,50.189394,24.0,26.0,18.0,6.0,6.0,1.0,0.0,795.0
20240404.0,714.75,284.863136,5.840909,5.405966,2077.563825,41.68,3681.0,50.0,7.29572,56.25,3681.0,48.674242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.75,11.681818,5.405966,2077.563825,41.68,100.0,7.29572,56.25,48.674242,24.0,23.0,16.0,9.0,9.0,1.0,0.0,771.0
20240405.0,780.09,281.878187,6.310606,5.258103,2224.582653,43.8,3249.0,50.0,6.351741,52.91,3249.0,52.588384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.09,12.621212,5.258103,2224.582653,43.8,100.0,6.351741,52.91,52.588384,24.0,16.0,15.0,6.0,6.0,1.0,0.0,833.0
20240406.0,888.95,282.753015,7.151515,5.09322,2533.240815,48.08,4395.0,50.0,5.831568,55.05,4395.0,59.59596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.95,14.30303,5.09322,2533.240815,48.08,100.0,5.831568,55.05,59.59596,24.0,17.0,15.0,6.0,6.0,1.0,0.0,944.0
20240407.0,695.9,289.109739,5.643939,5.702013,2031.05374,42.48,3724.0,50.0,6.590604,49.1,3724.0,47.032828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.9,11.287879,5.702013,2031.05374,42.48,100.0,6.590604,49.1,47.032828,24.0,17.0,15.0,6.0,6.0,1.0,0.0,745.0
20240408.0,901.329,282.634222,7.25,4.982236,2570.049511,47.68,3319.0,50.0,5.817137,55.67,3319.0,60.416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.329,14.5,4.982236,2570.049511,47.68,100.0,5.817241,55.671,60.416667,24.0,18.0,14.0,4.0,4.0,2.0,0.0,957.0
20240409.0,591.756,290.145389,4.833333,6.319749,1734.140958,40.32,2971.0,50.0,7.247649,46.24,2971.0,40.277778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.756,9.666667,6.319749,1734.140958,40.32,100.0,7.248276,46.244,40.277778,24.0,17.0,13.0,1.0,1.0,1.0,0.0,638.0
20240410.0,663.2,289.121495,5.371212,5.641749,1934.2228,40.0,2866.0,50.0,6.459803,45.8,2866.0,44.760101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.2,10.742424,5.641749,1934.2228,40.0,100.0,6.459803,45.8,44.760101,24.0,24.0,16.0,1.0,1.0,2.0,0.0,709.0
20240411.0,1079.79,281.001642,8.636364,4.631579,3055.049847,52.8,4626.0,50.0,5.281579,60.21,4626.0,71.969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.79,17.272727,4.631579,3055.049847,52.8,100.0,5.281579,60.21,71.969697,24.0,23.0,18.0,6.0,6.0,1.0,0.0,1140.0
20240412.0,1345.773,279.444053,10.742424,4.442877,3786.466913,63.0,5027.0,50.0,5.093794,72.23,5027.0,89.520202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.773,21.484848,4.442877,3786.466913,63.0,100.0,5.093583,72.227,89.520202,24.0,25.0,18.0,6.0,6.0,1.0,0.0,1418.0
20240413.0,1000.56,281.249965,8.0,4.518939,2835.787152,47.72,4129.0,50.0,5.25,55.44,4129.0,66.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.56,16.0,4.518939,2835.787152,47.72,100.0,5.25,55.44,66.666667,24.0,25.0,20.0,1.0,1.0,1.0,0.0,1056.0
20240414.0,1047.02,277.830005,8.424242,4.291367,2956.889182,47.72,4390.0,50.0,5.843525,64.98,4390.0,70.20202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.02,16.848485,4.697842,2956.889182,52.24,100.0,5.843525,64.98,70.20202,24.0,27.0,20.0,1.0,1.0,1.0,0.0,1112.0
20240415.0,1210.28,278.320508,9.734848,4.725292,3407.422312,60.72,4962.0,50.0,5.814786,74.72,4962.0,81.123737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.28,19.469697,4.725292,3407.422312,60.72,100.0,5.814786,74.72,81.123737,24.0,33.0,20.0,1.0,1.0,1.0,0.0,1285.0
20240416.0,1817.9,280.042894,14.583333,4.557922,5145.11608,87.74,9421.0,80.625,5.563636,107.1,9421.0,75.366064,577.26,9.242424,4.419672,1657.428912,26.96,61.25,5.367213,32.74,62.873634,14.7,1240.64,19.924242,4.623574,3487.687168,60.8,100.0,5.654753,74.36,83.017677,24.0,23.0,19.0,7.0,7.0,1.0,610.0,1315.0
20240417.0,2123.91,282.089932,16.909091,4.648746,6003.550779,103.76,9311.0,100.0,4.842742,108.09,9311.0,70.454545,1061.68,16.893939,4.599103,2999.883008,51.28,100.0,4.782063,53.32,70.391414,24.0,1062.23,16.924242,4.698299,3003.667771,52.48,100.0,4.903312,54.77,70.517677,24.0,23.0,17.0,6.0,6.0,1.0,1115.0,1117.0
20240418.0,2011.482,282.24745,16.083333,5.026849,5690.898889,106.72,9420.0,100.0,5.252944,111.52,9420.0,67.013889,844.1899,13.530303,5.334826,2408.473785,47.64,100.0,5.465857,48.8101,56.376263,24.0,1167.292,18.636364,4.803252,3282.425104,59.08,100.0,5.098211,62.708,77.651515,24.0,29.0,18.0,3.0,3.0,1.0,893.0,1230.0
20240419.0,1921.854,282.394094,15.340909,4.894815,5438.571381,99.12,8478.0,100.0,5.093333,103.14,8478.0,63.920455,974.018,15.530303,4.776585,2749.750216,48.96,100.0,4.973854,50.982,64.709596,24.0,947.836,15.151515,5.016,2688.821165,50.16,100.0,5.2164,52.164,63.131313,24.0,20.0,19.0,6.0,6.0,1.0,1025.0,1000.0
20240420.0,1645.61,284.279125,13.189394,5.272832,4688.331334,91.8,7502.0,100.0,5.479035,95.39,7502.0,54.955808,792.44,12.681818,5.189964,2260.03888,43.44,100.0,5.323775,44.56,52.840909,24.0,853.17,13.69697,5.349558,2428.292454,48.36,100.0,5.622788,50.83,57.070707,24.0,23.0,19.0,6.0,6.0,1.0,837.0,904.0
20240421.0,1726.0,283.257864,13.818182,4.973684,4909.651906,90.72,6368.0,97.6875,5.372807,98.0,6368.0,58.938715,920.67,14.712121,4.782698,2615.347269,46.44,100.0,5.183316,50.33,61.300505,24.0,805.33,12.924242,5.19109,2294.304637,44.28,95.375,5.588511,47.67,56.462396,22.89,23.0,18.0,6.0,6.0,1.0,971.0,853.0
20240422.0,1388.97,276.711476,11.19697,4.332882,3912.589593,64.04,5862.0,50.0,6.023681,89.03,5862.0,93.308081,1388.97,22.393939,4.332882,3912.589593,64.04,100.0,6.023681,89.03,93.308081,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,3.0,3.0,1.0,1478.0,0.0
20240423.0,1388.376,277.961321,11.151515,4.402174,3911.471705,64.8,5867.0,50.0,5.680707,83.62,5867.0,92.929293,1388.376,22.30303,4.402174,3911.471705,64.8,100.0,5.680978,83.624,92.929293,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,6.0,6.0,2.0,1472.0,0.0
20240424.0,1121.34,279.566743,9.037879,4.569992,3182.811456,54.52,5003.0,50.0,6.006706,71.66,5003.0,75.315657,1121.34,18.075758,4.569992,3182.811456,54.52,100.0,6.006706,71.66,75.315657,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,1.0,1.0,1.0,1193.0,0.0
20240425.0,1122.89,280.189276,9.015152,4.440336,3186.200375,52.84,4964.0,50.0,5.639496,67.11,4964.0,75.126263,1122.89,18.030303,4.440336,3186.200375,52.84,100.0,5.639496,67.11,75.126263,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,7.0,7.0,1.0,1190.0,0.0
20240426.0,1101.14,281.874374,8.787879,4.344828,3127.678056,50.4,4472.0,50.0,5.074138,58.86,4472.0,73.232323,1101.14,17.575758,4.344828,3127.678056,50.4,100.0,5.074138,58.86,73.232323,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,4.0,4.0,1.0,1160.0,0.0
20240427.0,1281.98,280.234602,10.227273,4.331852,3619.285936,58.48,5416.0,50.0,5.038519,68.02,5416.0,85.227273,1281.98,20.454545,4.331852,3619.285936,58.48,100.0,5.038519,68.02,85.227273,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,3.0,3.0,1.0,1350.0,0.0
20240428.0,731.973,285.443731,5.924242,5.44757,2110.570948,42.6,3459.0,50.0,6.397698,50.03,3459.0,49.368687,731.973,11.848485,5.44757,2110.570948,42.6,100.0,6.397315,50.027,49.368687,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,7.0,7.0,1.0,782.0,0.0
20240429.0,880.803,281.878358,7.090909,5.008547,2506.236856,46.88,3405.0,50.0,5.897436,55.2,3405.0,59.090909,880.803,14.181818,5.008547,2506.236856,46.88,100.0,5.897115,55.197,59.090909,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,4.0,4.0,1.0,936.0,0.0
20240430.0,1223.74,280.745845,9.772727,4.493023,3458.90111,57.96,5319.0,50.0,5.136434,66.26,5319.0,81.439394,1223.74,19.545455,4.493023,3458.90111,57.96,100.0,5.136434,66.26,81.439394,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,7.0,7.0,1.0,1290.0,0.0
20240501.0,1022.74,282.083537,8.19697,4.683919,2909.18393,50.68,4517.0,50.0,5.476895,59.26,4517.0,68.308081,1022.74,16.393939,4.683919,2909.18393,50.68,100.0,5.476895,59.26,68.308081,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,1.0,1.0,2.0,1082.0,0.0
20240502.0,1025.244,281.815076,8.204545,4.605725,2911.487911,49.88,5047.0,50.0,5.333333,57.76,5047.0,68.371212,1025.244,16.409091,4.605725,2911.487911,49.88,100.0,5.332964,57.756,68.371212,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,6.0,6.0,1.0,1083.0,0.0
20240503.0,1122.594,280.777566,8.969697,4.5,3174.808091,53.28,4478.0,50.0,5.186655,61.41,4478.0,74.747475,1122.594,17.939394,4.5,3174.808091,53.28,100.0,5.186318,61.406,74.747475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,3.0,3.0,1.0,1184.0,0.0
20240504.0,1383.06,279.204493,11.030303,4.368132,3887.643354,63.6,5561.0,50.0,5.009615,72.94,5561.0,91.919192,1383.06,22.060606,4.368132,3887.643354,63.6,100.0,5.009615,72.94,91.919192,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,7.0,7.0,1.0,1456.0,0.0
20240505.0,1292.81,279.819448,10.295455,4.306107,3638.995958,58.52,5785.0,50.0,4.870493,66.19,5785.0,85.795455,1292.808,20.590909,4.306107,3638.995958,58.52,100.0,4.87064,66.192,85.795455,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,6.0,6.0,1.0,1359.0,0.0
20240506.0,1232.65,280.135978,9.825758,4.407093,3473.237905,57.16,5206.0,50.0,4.961449,64.35,5206.0,81.881313,1232.65,19.651515,4.407093,3473.237905,57.16,100.0,4.961449,64.35,81.881313,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,1.0,1.0,2.0,1297.0,0.0
20240507.0,1139.06,280.522783,9.098485,4.53622,3216.249816,54.48,4710.0,50.0,5.157369,61.94,4710.0,75.820707,1139.06,18.19697,4.53622,3216.249816,54.48,100.0,5.157369,61.94,75.820707,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,1.0,1.0,1.0,1201.0,0.0
20240508.0,961.686,282.287027,7.712121,4.844794,2734.457972,49.32,4842.0,50.0,5.531434,56.31,4842.0,64.267677,961.686,15.424242,4.844794,2734.457972,49.32,100.0,5.531827,56.314,64.267677,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,1.0,1.0,1.0,1018.0,0.0
20240509.0,860.739,283.39493,6.909091,4.942982,2456.807328,45.08,3674.0,50.0,5.620614,51.26,3674.0,57.575758,860.739,13.818182,4.942982,2456.807328,45.08,100.0,5.620724,51.261,57.575758,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,3.0,3.0,2.0,912.0,0.0
20240510.0,1149.59,280.637779,9.174242,4.505367,3245.407529,54.56,4551.0,50.0,5.071016,61.41,4551.0,76.45202,1149.59,18.348485,4.505367,3245.407529,54.56,100.0,5.071016,61.41,76.45202,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,3.0,3.0,1.0,1211.0,0.0
20240511.0,1393.76,279.773987,11.121212,4.498638,3922.319392,66.04,5815.0,50.0,5.057221,74.24,5815.0,92.676768,1393.76,22.242424,4.498638,3922.319392,66.04,100.0,5.057221,74.24,92.676768,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,3.0,3.0,1.0,1468.0,0.0
20240512.0,1340.295,279.866067,10.69697,4.524079,3772.930425,63.88,5533.0,50.0,5.077904,71.7,5533.0,89.141414,1340.295,21.393939,4.524079,3772.930425,63.88,100.0,5.078258,71.705,89.141414,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,7.0,7.0,2.0,1412.0,0.0
20240513.0,840.84,284.195024,6.757576,5.053812,2406.9045,45.08,3347.0,50.0,5.735426,51.16,3347.0,56.313131,840.84,13.515152,5.053812,2406.9045,45.08,100.0,5.735426,51.16,56.313131,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,3.0,3.0,1.0,892.0,0.0
20240514.0,1075.67,280.574998,8.590909,4.553792,3036.831544,51.64,4238.0,50.0,5.143739,58.33,4238.0,71.590909,1075.67,17.181818,4.553792,3036.831544,51.64,100.0,5.143739,58.33,71.590909,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,1.0,1.0,1.0,1134.0,0.0
