date,真实值,预测值
2026-01-19,614.0,651.0
2026-01-20,611.0,623.0
2026-01-21,609.0,659.0
2026-01-22,607.0,637.0
2026-01-23,607.0,625.0
2026-01-26,607.0,626.0
2026-01-27,609.0,626.0
2026-01-28,611.0,626.0
2026-01-29,613.0,627.0
2026-01-30,614.0,616.0
2026-02-02,614.0,616.0
2026-02-03,614.0,615.0
2026-02-04,614.0,614.0
2026-02-05,615.0,622.0
2026-02-06,617.0,622.0
2026-02-09,620.0,619.0
2026-02-10,623.0,623.0
2026-02-11,627.0,629.0
2026-02-12,632.0,636.0
2026-02-13,638.0,643.0
2026-02-16,,798.0
2026-02-17,,797.0
2026-02-18,,794.0
2026-02-19,,788.0
2026-02-20,,783.0
2026-02-23,,779.0
2026-02-24,648.0,666.0
2026-02-25,654.0,673.0
2026-02-26,660.0,684.0
2026-02-27,666.0,693.0
2026-03-02,673.0,676.0
2026-03-03,673.0,675.0
2026-03-04,673.0,676.0
2026-03-05,671.0,674.0
2026-03-06,669.0,675.0
2026-03-09,667.0,673.0
2026-03-10,664.0,670.0
2026-03-11,660.0,679.0
2026-03-12,656.0,668.0
2026-03-13,653.0,661.0
2026-03-16,650.0,681.0
2026-03-17,648.0,677.0
2026-03-18,648.0,684.0
2026-03-19,650.0,670.0
2026-03-20,654.0,666.0
2026-03-23,660.0,664.0
2026-03-24,667.0,661.0
2026-03-25,674.0,674.0
2026-03-26,680.0,687.0
2026-03-27,683.0,694.0
2026-03-30,683.0,696.0
2026-03-31,680.0,689.0
2026-04-01,678.0,685.0
2026-04-02,676.0,689.0
2026-04-03,675.0,693.0
2026-04-06,,777.0
2026-04-07,675.0,702.0
2026-04-08,675.0,705.0
2026-04-09,677.0,706.0
2026-04-10,679.0,708.0
2026-04-13,681.0,708.0
2026-04-14,683.0,708.0
2026-04-15,685.0,708.0
2026-04-16,687.0,709.0
2026-04-17,688.0,710.0
2026-04-20,689.0,711.0
2026-04-21,690.0,712.0
2026-04-22,690.0,711.0
2026-04-23,691.0,711.0
2026-04-24,694.0,710.0
2026-04-27,699.0,708.0
2026-04-28,705.0,708.0
2026-04-29,713.0,707.0
2026-04-30,721.0,708.0
2026-05-01,,778.0
2026-05-04,,777.0
2026-05-05,,775.0
2026-05-06,729.0,706.0
2026-05-07,737.0,706.0
2026-05-08,742.0,708.0
2026-05-11,748.0,709.0
2026-05-12,748.0,711.0
2026-05-13,748.0,714.0
2026-05-14,748.0,716.0
2026-05-15,748.0,717.0
2026-05-18,748.0,718.0
2026-05-19,748.0,719.0
2026-05-20,748.0,719.0
2026-05-21,748.0,719.0
2026-05-22,747.0,719.0
2026-05-25,750.0,720.0
2026-05-26,754.0,720.0
2026-05-27,758.0,724.0
2026-05-28,762.0,721.0
2026-05-29,766.0,802.0
2026-06-01,770.0,808.0
2026-06-02,773.0,813.0
2026-06-03,774.0,813.0
2026-06-04,774.0,807.0
2026-06-05,774.0,795.0
2026-06-08,774.0,784.0
2026-06-09,774.0,765.0
2026-06-10,774.0,766.0
2026-06-11,774.0,766.0
2026-06-12,774.0,765.0
2026-06-15,774.0,764.0
2026-06-16,774.0,765.0
2026-06-17,774.0,767.0
2026-06-18,774.0,768.0
2026-06-19,,774.0
2026-06-22,773.0,763.0
2026-06-23,771.0,755.0
2026-06-24,768.0,715.0
2026-06-25,764.0,700.0
2026-06-26,759.0,695.0
2026-06-29,754.0,686.0
2026-06-30,749.0,688.0
2026-07-01,743.0,687.0
2026-07-02,736.0,697.0
2026-07-03,729.0,755.0
2026-07-06,722.0,695.0
2026-07-07,715.0,674.0
2026-07-08,710.0,654.0
2026-07-09,708.0,642.0
2026-07-10,708.0,633.0
,,774.0
,,772.0
,,770.0
,,768.0
,,766.0
,,763.0
,,762.0
,,762.0
,,761.0
,,758.0
,,755.0
,,755.0
,,755.0
,,757.0
,,758.0
,,759.0
,,758.0
,,756.0
,,756.0
,,755.0
,,757.0
,,757.0
,,757.0
,,756.0
,,754.0
,,754.0
,,755.0
,,754.0
,,754.0
,,754.0
,,753.0
,,752.0
,,750.0
,,751.0
,,751.0
,,751.0
,,751.0
,,750.0
,,750.0
,,750.0
,,750.0
,,750.0
,,751.0
,,750.0
,,749.0
,,749.0
,,748.0
,,749.0
,,748.0
,,750.0
,,751.0
,,750.0
,,750.0
,,751.0
,,752.0
,,753.0
,,753.0
,,755.0
,,756.0
,,755.0
,,754.0
,,753.0
,,753.0
,,753.0
,,752.0
,,753.0
,,755.0
,,757.0
,,757.0
,,757.0
,,757.0
,,757.0
,,757.0
,,757.0
,,758.0
,,760.0
,,761.0
,,761.0
,,762.0
,,763.0
,,764.0
,,763.0
,,764.0
,,764.0
,,764.0
,,765.0
,,765.0
,,767.0
,,767.0
,,766.0
,,767.0
,,767.0
,,766.0
,,767.0
,,767.0
,,768.0
,,767.0
,,766.0
,,767.0
,,766.0
,,767.0
,,767.0
,,766.0
,,766.0
,,766.0
,,766.0
,,766.0
