时间,数据项目,总体情况,年粗钢产量≤200,年粗钢产量200-600,年粗钢产量≥600,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-03-31,高炉开工率(%),83.87,,,,106,2023-03-31 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-03-24,高炉开工率(%),82.73,,,,107,2023-03-24 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-03-17,高炉开工率(%),82.29,,,,108,2023-03-17 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-03-10,高炉开工率(%),82.00,,,,109,2023-03-10 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-03-03,高炉开工率(%),81.07,,,,110,2023-03-03 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-02-24,高炉开工率(%),80.98,,,,111,2023-02-24 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-02-17,高炉开工率(%),79.54,,,,112,2023-02-17 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-02-10,高炉开工率(%),79.91,,,,113,2023-02-10 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-02-03,高炉开工率(%),77.41,,,,114,2023-02-03 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-01-20,高炉开工率(%),75.97,,,,115,2023-01-20 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-01-13,高炉开工率(%),75.68,,,,116,2023-01-13 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-01-06,高炉开工率(%),74.64,,,,117,2023-01-06 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-01-05,高炉开工率(%),75.63,,,,118,2023-01-05 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2022-12-30,高炉开工率(%),75.21,,,,119,2022-12-30 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2022-12-23,高炉开工率(%),75.93,,,,120,2022-12-23 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2022-12-16,高炉开工率(%),75.97,,,,121,2022-12-16 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-12-09,高炉开工率(%),75.89,,,,122,2022-12-09 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-12-02,高炉开工率(%),75.61,,,,123,2022-12-02 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-11-25,高炉开工率(%),77.03,,,,124,2022-11-25 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-11-18,高炉开工率(%),76.35,,,,125,2022-11-18 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-11-11,高炉开工率(%),77.21,,,,126,2022-11-11 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-11-04,高炉开工率(%),78.77,,,,127,2022-11-04 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-10-28,高炉开工率(%),81.48,,,,128,2022-10-28 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-10-21,高炉开工率(%),82.05,,,,129,2022-10-21 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-10-14,高炉开工率(%),82.62,,,,130,2022-10-14 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-09-30,高炉开工率(%),82.81,,,,131,2022-09-30 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-09-23,高炉开工率(%),82.81,,,,132,2022-09-23 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-09-16,高炉开工率(%),82.41,,,,133,2022-09-16 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-09-09,高炉开工率(%),81.99,,,,134,2022-09-09 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-09-02,高炉开工率(%),80.85,,,,135,2022-09-02 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-08-26,高炉开工率(%),80.14,,,,136,2022-08-26 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-08-19,高炉开工率(%),77.90,,,,137,2022-08-19 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-08-12,高炉开工率(%),76.24,,,,138,2022-08-12 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-08-05,高炉开工率(%),72.70,,,,139,2022-08-05 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-07-29,高炉开工率(%),71.61,,,,140,2022-07-29 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-07-22,高炉开工率(%),73.16,,,,141,2022-07-22 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-07-15,高炉开工率(%),76.98,,,,142,2022-07-15 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-07-08,高炉开工率(%),78.53,,,,143,2022-07-08 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-07-01,高炉开工率(%),80.79,,,,144,2022-07-01 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-06-24,高炉开工率(%),81.92,,,,145,2022-06-24 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-06-17,高炉开工率(%),83.83,,,,146,2022-06-17 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-06-10,高炉开工率(%),84.11,,,,147,2022-06-10 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-05-27,高炉开工率(%),83.83,,,,148,2022-05-27 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-05-20,高炉开工率(%),83.01,,,,149,2022-05-20 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-05-13,高炉开工率(%),82.61,,,,150,2022-05-13 00:00:00,1,0,2025-06-06 23:19:26,0,2025-06-06 23:19:26,,,
2022-05-06,高炉开工率(%),81.91,,,,151,2022-05-06 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-04-29,高炉开工率(%),80.90,,,,152,2022-04-29 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-04-22,高炉开工率(%),79.80,,,,153,2022-04-22 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-04-15,高炉开工率(%),80.11,,,,154,2022-04-15 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-04-08,高炉开工率(%),79.27,,,,155,2022-04-08 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-04-01,高炉开工率(%),77.45,,,,156,2022-04-01 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-03-25,高炉开工率(%),78.21,,,,157,2022-03-25 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-03-18,高炉开工率(%),78.91,,,,158,2022-03-18 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-03-11,高炉开工率(%),70.85,,,,159,2022-03-11 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-03-04,高炉开工率(%),74.72,,,,160,2022-03-04 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-02-25,高炉开工率(%),73.44,,,,161,2022-02-25 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-02-18,高炉开工率(%),69.58,,,,162,2022-02-18 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-02-11,高炉开工率(%),68.19,,,,163,2022-02-11 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-01-28,高炉开工率(%),74.86,,,,164,2022-01-28 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-01-21,高炉开工率(%),76.25,,,,165,2022-01-21 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-01-14,高炉开工率(%),75.77,,,,166,2022-01-14 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2022-01-07,高炉开工率(%),74.20,,,,167,2022-01-07 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-12-31,高炉开工率(%),71.01,,,,168,2021-12-31 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-12-24,高炉开工率(%),45.99,,,,169,2021-12-24 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-12-17,高炉开工率(%),46.41,,,,170,2021-12-17 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-12-10,高炉开工率(%),46.69,,,,171,2021-12-10 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-12-03,高炉开工率(%),47.79,,,,172,2021-12-03 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-11-26,高炉开工率(%),48.20,,,,173,2021-11-26 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-11-12,高炉开工率(%),48.62,,,,174,2021-11-12 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-11-05,高炉开工率(%),48.48,,,,175,2021-11-05 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-10-29,高炉开工率(%),52.07,,,,176,2021-10-29 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-10-22,高炉开工率(%),53.18,,,,177,2021-10-22 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-10-15,高炉开工率(%),54.01,,,,178,2021-10-15 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-09-24,高炉开工率(%),54.14,,,,179,2021-09-24 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-09-17,高炉开工率(%),55.66,,,,180,2021-09-17 00:00:00,1,0,2025-06-06 23:19:29,0,2025-06-06 23:19:29,,,
2021-09-10,高炉开工率(%),56.49,,,,181,2021-09-10 00:00:00,1,0,2025-06-06 23:19:32,0,2025-06-06 23:19:32,,,
2021-09-03,高炉开工率(%),56.63,,,,182,2021-09-03 00:00:00,1,0,2025-06-06 23:19:32,0,2025-06-06 23:19:32,,,
2021-08-27,高炉开工率(%),57.32,,,,183,2021-08-27 00:00:00,1,0,2025-06-06 23:19:32,0,2025-06-06 23:19:32,,,
