时间,当期值(点),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2017-12,101.80,79,2017-12-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-11,101.70,80,2017-11-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-10,101.90,81,2017-10-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-09,101.60,82,2017-09-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-08,101.80,83,2017-08-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-07,101.40,84,2017-07-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-06,101.50,85,2017-06-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-05,101.50,86,2017-05-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-04,101.20,87,2017-04-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-03,100.90,88,2017-03-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-02,100.80,89,2017-02-28 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2017-01,102.50,90,2017-01-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2024-09,100.40,451,2024-09-30 00:00:00,1,0,2024-11-07 02:27:47,0,2024-11-07 02:27:47,,,
2024-08,100.60,452,2024-08-31 00:00:00,1,0,2024-11-07 02:27:47,0,2024-11-07 02:27:47,,,
2024-07,100.50,453,2024-07-31 00:00:00,1,0,2024-11-07 02:27:47,0,2024-11-07 02:27:47,,,
2024-10,100.30,454,2024-10-31 00:00:00,1,0,2024-11-11 23:19:22,0,2024-11-11 23:19:22,,,
2024-11,100.20,455,2024-11-30 00:00:00,1,0,2024-12-09 23:19:45,0,2024-12-09 23:19:45,,,
2024-12,100.10,456,2024-12-31 00:00:00,1,0,2025-01-10 23:19:42,0,2025-01-10 23:19:42,,,
2025-01,100.50,457,2025-01-31 00:00:00,1,0,2025-02-10 23:19:28,0,2025-02-10 23:19:28,,,
2025-02,99.30,458,2025-02-28 00:00:00,1,0,2025-03-10 23:19:22,0,2025-03-10 23:19:22,,,
2025-03,99.90,459,2025-03-31 00:00:00,1,0,2025-04-10 23:20:14,0,2025-04-10 23:20:14,,,
2025-04,99.90,460,2025-04-30 00:00:00,1,0,2025-05-12 23:19:33,0,2025-05-12 23:19:33,,,
2025-05,99.90,461,2025-05-31 00:00:00,1,0,2025-06-10 23:18:45,0,2025-06-10 23:18:45,,,
2025-06,100.10,462,2025-06-30 00:00:00,1,0,2025-07-09 23:18:31,0,2025-07-09 23:18:31,,,
2025-07,100.00,463,2025-07-31 00:00:00,1,0,2025-08-11 23:19:24,0,2025-08-11 23:19:24,,,
2025-08,99.60,464,2025-08-31 00:00:00,1,0,2025-09-10 23:18:22,0,2025-09-10 23:18:22,,,
