时间,地区名称,当月数量(吨),当月金额(美元),累计数量(吨),累计金额(美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-03,新疆区,4250.00,1562798.00,6197.00,2467759.00,79,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,宁夏区,264.00,236620.00,703.00,619500.00,80,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,青海省,0.00,0.00,0.00,0.00,81,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,甘肃省,0.00,0.00,0.00,0.00,82,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,陕西省,70518.00,14355170.00,220363.00,45351904.00,83,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,云南省,3638.00,1023267.00,14976.00,4360971.00,84,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,贵州省,0.00,0.00,0.00,0.00,85,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,四川省,54500.00,17459503.00,87968.00,23014622.00,86,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,海南省,29533.00,9370399.00,83763.00,19186029.00,87,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,广西区,1961.00,862096.00,11635.00,3755179.00,88,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,广东省,26057.00,8357179.00,143854.00,42026923.00,89,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,全国,896349.00,236942663.00,2405664.00,601282400.00,90,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-02,湖南省,1012.00,222931.00,2004.00,494471.00,91,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,湖北省,24500.00,8397867.00,24500.00,8397867.00,92,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,河南省,0.00,0.00,0.00,0.00,93,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,山东省,74031.00,18298140.00,205521.00,46725607.00,94,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,江西省,0.00,0.00,0.00,0.00,95,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,福建省,94999.00,20596435.00,218530.00,47891333.00,96,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,安徽省,0.00,0.00,0.00,0.00,97,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,浙江省,99767.00,28218643.00,228039.00,62010286.00,98,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,江苏省,118205.00,29595361.00,165394.00,39455961.00,99,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,上海市,109.00,43311.00,46030.00,6080625.00,100,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,黑龙江省,0.00,0.00,0.00,0.00,101,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,吉林省,0.00,0.00,3592.00,706898.00,102,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,辽宁省,3759.00,925583.00,3759.00,925583.00,103,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,内蒙古区,5350.00,1769101.00,25531.00,8076380.00,104,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,山西省,21783.00,3858442.00,60154.00,10864518.00,105,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,河北省,0.00,0.00,33.00,6812.00,106,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,天津市,35109.00,11083098.00,121107.00,38687123.00,107,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,北京市,14894.00,3157469.00,26382.00,6460418.00,108,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,新疆区,0.00,0.00,1946.00,904961.00,109,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,宁夏区,0.00,0.00,439.00,382880.00,110,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,青海省,0.00,0.00,0.00,0.00,111,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,甘肃省,0.00,0.00,0.00,0.00,112,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,陕西省,53895.00,11004341.00,149845.00,30996734.00,113,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,云南省,1063.00,305314.00,11338.00,3337704.00,114,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,贵州省,0.00,0.00,0.00,0.00,115,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,四川省,32868.00,5390352.00,33468.00,5555119.00,116,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,海南省,54230.00,9815630.00,54230.00,9815630.00,117,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,广西区,0.00,0.00,9674.00,2893083.00,118,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,广东省,34416.00,10437104.00,117798.00,33669744.00,119,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-02,全国,669990.00,163119122.00,1509314.00,364339737.00,120,2024-02-29 00:00:00,1,0,2024-07-21 00:35:13,0,2024-07-21 00:35:13,,,
2024-01,湖南省,991.10,271540.00,991.00,271540.00,121,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,湖北省,0.00,0.00,0.00,0.00,122,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,河南省,0.00,0.00,0.00,0.00,123,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,山东省,131490.00,28427467.00,131490.00,28427467.00,124,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,江西省,0.00,0.00,0.00,0.00,125,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,福建省,123531.20,27294898.00,123531.00,27294898.00,126,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,安徽省,0.00,0.00,0.00,0.00,127,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,浙江省,128272.40,33791643.00,128272.00,33791643.00,128,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
