时间,城市,产品名称,本期价格,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-09-03,武安市,准二级铸造焦,3000.00,出厂价,194,2020-09-03 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-08-27,武安市,准二级铸造焦,3000.00,出厂价,195,2020-08-27 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-08-20,武安市,准二级铸造焦,3000.00,出厂价,196,2020-08-20 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-08-13,武安市,准二级铸造焦,3000.00,出厂价,197,2020-08-13 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-08-06,武安市,准二级铸造焦,3000.00,出厂价,198,2020-08-06 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-07-30,武安市,准二级铸造焦,3000.00,出厂价,199,2020-07-30 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-07-23,武安市,准二级铸造焦,3000.00,出厂价,200,2020-07-23 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-07-16,武安市,准二级铸造焦,3000.00,出厂价,201,2020-07-16 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-07-09,武安市,准二级铸造焦,3000.00,出厂价,202,2020-07-09 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-07-02,武安市,准二级铸造焦,3000.00,出厂价,203,2020-07-02 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-06-25,武安市,准二级铸造焦,3000.00,出厂价,204,2020-06-25 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-06-18,武安市,准二级铸造焦,3000.00,出厂价,205,2020-06-18 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-06-11,武安市,准二级铸造焦,2950.00,出厂价,206,2020-06-11 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-06-04,武安市,准二级铸造焦,2850.00,出厂价,207,2020-06-04 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-05-29,武安市,准二级铸造焦,2800.00,出厂价,208,2020-05-29 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-05-21,武安市,准二级铸造焦,2800.00,出厂价,209,2020-05-21 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-05-14,武安市,准二级铸造焦,2800.00,出厂价,210,2020-05-14 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-05-07,武安市,准二级铸造焦,2800.00,出厂价,211,2020-05-07 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-04-30,武安市,准二级铸造焦,2800.00,出厂价,212,2020-04-30 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-04-23,武安市,准二级铸造焦,2800.00,出厂价,213,2020-04-23 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-04-16,武安市,准二级铸造焦,2800.00,出厂价,214,2020-04-16 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-04-09,武安市,准二级铸造焦,2800.00,出厂价,215,2020-04-09 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-04-02,武安市,准二级铸造焦,2800.00,出厂价,216,2020-04-02 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-03-26,武安市,准二级铸造焦,2800.00,出厂价,217,2020-03-26 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-03-19,武安市,准二级铸造焦,2800.00,出厂价,218,2020-03-19 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-03-12,武安市,准二级铸造焦,2800.00,出厂价,219,2020-03-12 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-03-05,武安市,准二级铸造焦,2800.00,出厂价,220,2020-03-05 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-02-27,武安市,准二级铸造焦,2800.00,出厂价,221,2020-02-27 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-02-20,武安市,准二级铸造焦,2800.00,出厂价,222,2020-02-20 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-02-13,武安市,准二级铸造焦,2800.00,出厂价,223,2020-02-13 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-02-06,武安市,准二级铸造焦,2800.00,出厂价,224,2020-02-06 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-01-23,武安市,准二级铸造焦,2800.00,出厂价,225,2020-01-23 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-01-16,武安市,准二级铸造焦,2800.00,出厂价,226,2020-01-16 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-01-09,武安市,准二级铸造焦,2800.00,出厂价,227,2020-01-09 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2020-01-02,武安市,准二级铸造焦,2800.00,出厂价,228,2020-01-02 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-12-26,武安市,准二级铸造焦,2800.00,出厂价,229,2019-12-26 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-12-19,武安市,准二级铸造焦,2800.00,出厂价,230,2019-12-19 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-12-12,武安市,准二级铸造焦,2800.00,出厂价,231,2019-12-12 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-12-05,武安市,准二级铸造焦,2800.00,出厂价,232,2019-12-05 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-11-28,武安市,准二级铸造焦,2800.00,出厂价,233,2019-11-28 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-11-21,武安市,准二级铸造焦,2800.00,出厂价,234,2019-11-21 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-11-14,武安市,准二级铸造焦,2800.00,出厂价,235,2019-11-14 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-11-07,武安市,准二级铸造焦,2800.00,出厂价,236,2019-11-07 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-10-31,武安市,准二级铸造焦,2800.00,出厂价,237,2019-10-31 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-10-24,武安市,准二级铸造焦,2800.00,出厂价,238,2019-10-24 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-10-17,武安市,准二级铸造焦,2800.00,出厂价,239,2019-10-17 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-10-10,武安市,准二级铸造焦,2800.00,出厂价,240,2019-10-10 00:00:00,1,0,2024-07-20 22:02:31,0,2024-07-20 22:02:31,,,
2019-09-26,武安市,准二级铸造焦,2800.00,出厂价,241,2019-09-26 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-09-19,武安市,准二级铸造焦,2800.00,出厂价,242,2019-09-19 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-09-12,武安市,准二级铸造焦,2800.00,出厂价,243,2019-09-12 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-09-05,武安市,准二级铸造焦,2800.00,出厂价,244,2019-09-05 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-08-29,武安市,准二级铸造焦,2800.00,出厂价,245,2019-08-29 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-08-22,武安市,准二级铸造焦,2800.00,出厂价,246,2019-08-22 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-08-15,武安市,准二级铸造焦,2800.00,出厂价,247,2019-08-15 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-08-08,武安市,准二级铸造焦,2800.00,出厂价,248,2019-08-08 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-08-01,武安市,准二级铸造焦,2800.00,出厂价,249,2019-08-01 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-07-25,武安市,准二级铸造焦,2800.00,出厂价,250,2019-07-25 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-07-18,武安市,准二级铸造焦,2800.00,出厂价,251,2019-07-18 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-07-11,武安市,准二级铸造焦,2800.00,出厂价,252,2019-07-11 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-07-04,武安市,准二级铸造焦,2800.00,出厂价,253,2019-07-04 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-06-27,武安市,准二级铸造焦,2800.00,出厂价,254,2019-06-27 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-06-20,武安市,准二级铸造焦,2800.00,出厂价,255,2019-06-20 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-06-13,武安市,准二级铸造焦,2800.00,出厂价,256,2019-06-13 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-06-06,武安市,准二级铸造焦,2800.00,出厂价,257,2019-06-06 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-05-30,武安市,准二级铸造焦,2800.00,出厂价,258,2019-05-30 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-05-23,武安市,准二级铸造焦,2800.00,出厂价,259,2019-05-23 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
2019-05-16,武安市,准二级铸造焦,2800.00,出厂价,260,2019-05-16 00:00:00,1,0,2024-07-20 22:02:35,0,2024-07-20 22:02:35,,,
