时间,项目名称,当期值(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2017-12,非制造业采购经理指数(%),55.00,158,2017-12-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-11,制造业采购经理指数(%),51.80,159,2017-11-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-11,非制造业采购经理指数(%),54.80,160,2017-11-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-10,非制造业采购经理指数(%),54.30,161,2017-10-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-10,制造业采购经理指数(%),51.60,162,2017-10-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-09,非制造业采购经理指数(%),55.40,163,2017-09-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-09,制造业采购经理指数(%),52.40,164,2017-09-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-08,制造业采购经理指数(%),51.70,165,2017-08-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-08,非制造业采购经理指数(%),53.40,166,2017-08-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-07,制造业采购经理指数(%),51.40,167,2017-07-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-07,非制造业采购经理指数(%),54.50,168,2017-07-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-06,非制造业采购经理指数(%),51.70,169,2017-06-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-06,制造业采购经理指数(%),54.90,170,2017-06-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-05,制造业采购经理指数(%),51.20,171,2017-05-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-05,非制造业采购经理指数(%),54.50,172,2017-05-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-04,制造业采购经理指数(%),51.20,173,2017-04-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-04,非制造业采购经理指数(%),54.00,174,2017-04-30 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-03,制造业采购经理指数(%),51.80,175,2017-03-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-03,非制造业采购经理指数(%),55.10,176,2017-03-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-02,制造业采购经理指数(%),51.60,177,2017-02-28 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-02,非制造业采购经理指数(%),54.20,178,2017-02-28 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-01,制造业采购经理指数(%),51.30,179,2017-01-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-01,非制造业采购经理指数(%),54.60,180,2017-01-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2024-10,制造业采购经理指数(%),50.10,445,2024-10-31 00:00:00,1,0,2024-11-07 02:27:55,0,2024-11-07 02:27:55,,,
