时间,气精煤,环比增加,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-02-08,1863.00,-50.00,74,2023-02-08 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-02-01,1913.00,-26.00,75,2023-02-01 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-01-18,1939.00,-33.00,76,2023-01-18 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-01-11,1972.00,-10.00,77,2023-01-11 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-01-04,1982.00,-80.00,78,2023-01-04 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-12-28,2062.00,-2.00,79,2022-12-28 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-12-21,2064.00,2.00,80,2022-12-21 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-12-14,2062.00,20.00,81,2022-12-14 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-12-07,2042.00,120.00,82,2022-12-07 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-11-23,1922.00,133.00,83,2022-11-23 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-11-16,1789.00,-21.00,84,2022-11-16 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-11-09,1810.00,-51.00,85,2022-11-09 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-11-02,1861.00,-152.00,86,2022-11-02 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-10-26,2013.00,14.00,87,2022-10-26 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-10-19,1999.00,45.00,88,2022-10-19 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-10-12,1954.00,61.00,89,2022-10-12 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-09-28,1893.00,89.00,90,2022-09-28 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2022-09-21,1804.00,43.00,91,2022-09-21 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-09-14,1761.00,-21.00,92,2022-09-14 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-09-07,1782.00,-75.00,93,2022-09-07 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-08-31,1857.00,-4.00,94,2022-08-31 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-08-24,1861.00,78.00,95,2022-08-24 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-08-17,1783.00,204.00,96,2022-08-17 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-08-10,1579.00,54.00,97,2022-08-10 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-08-03,1525.00,28.00,98,2022-08-03 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-07-27,1497.00,-196.00,99,2022-07-27 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-07-20,1693.00,-217.00,100,2022-07-20 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-07-13,1910.00,-14.00,101,2022-07-13 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-07-06,1924.00,13.00,102,2022-07-06 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-06-29,1911.00,-32.00,103,2022-06-29 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-06-22,1943.00,-41.00,104,2022-06-22 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-06-15,1984.00,40.00,105,2022-06-15 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-06-08,1944.00,180.00,106,2022-06-08 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-06-01,1764.00,-32.00,107,2022-06-01 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-05-25,1796.00,4.00,108,2022-05-25 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-05-18,1792.00,-2.00,109,2022-05-18 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-05-11,1794.00,-213.00,110,2022-05-11 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-05-06,2007.00,0.00,111,2022-05-06 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-04-29,2007.00,-12.00,112,2022-04-29 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-04-22,2019.00,29.00,113,2022-04-22 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-04-15,1990.00,10.00,114,2022-04-15 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-04-08,1980.00,93.00,115,2022-04-08 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-04-01,1887.00,-10.00,116,2022-04-01 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-03-25,1897.00,-203.00,117,2022-03-25 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-03-18,2100.00,-10.00,118,2022-03-18 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-03-11,2110.00,182.00,119,2022-03-11 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-03-04,1928.00,247.00,120,2022-03-04 00:00:00,1,0,2024-07-20 05:48:33,0,2024-07-20 05:48:33,,,
2022-02-25,1681.00,58.00,121,2022-02-25 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2022-02-18,1623.00,-117.00,122,2022-02-18 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2022-02-11,1740.00,-276.00,123,2022-02-11 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2022-01-28,2016.00,0.00,124,2022-01-28 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2022-01-21,2016.00,29.00,125,2022-01-21 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2022-01-14,1987.00,32.00,126,2022-01-14 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2022-01-07,1955.00,111.00,127,2022-01-07 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-12-31,1844.00,11.00,128,2021-12-31 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-12-24,1833.00,258.00,129,2021-12-24 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-12-17,1575.00,45.00,130,2021-12-17 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-12-10,1530.00,71.00,131,2021-12-10 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
