时间,项目名称,累计值(万千瓦),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2017-08,核电发电设备容量,3473.00,10.80,377,2017-08-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-07,发电设备容量,164545.00,7.20,378,2017-07-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-07,火电发电设备容量,106963.00,4.70,379,2017-07-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-07,水电发电设备容量,29368.00,4.20,380,2017-07-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-07,风电发电设备容量,15522.00,12.50,381,2017-07-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-07,核电发电设备容量,3473.00,13.10,382,2017-07-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-06,发电设备容量,162907.00,6.90,383,2017-06-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-06,火电发电设备容量,106441.00,4.60,384,2017-06-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-06,水电发电设备容量,29259.00,4.20,385,2017-06-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-06,风电发电设备容量,15355.00,12.00,386,2017-06-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-06,核电发电设备容量,3473.00,17.30,387,2017-06-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-05,水电发电设备容量,29166.00,4.20,388,2017-05-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-05,风电发电设备容量,15276.00,12.20,389,2017-05-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-05,核电发电设备容量,3473.00,21.90,390,2017-05-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-05,风电发电设备容量,15276.00,12.20,391,2017-05-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-05,核电发电设备容量,3473.00,21.90,392,2017-05-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-04,发电设备容量,161325.00,7.60,393,2017-04-30 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-04,火电发电设备容量,106176.00,4.90,394,2017-04-30 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-04,水电发电设备容量,29122.00,4.40,395,2017-04-30 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-04,风电发电设备容量,15225.00,12.80,396,2017-04-30 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-04,核电发电设备容量,3473.00,23.40,397,2017-04-30 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-03,发电设备容量,160885.00,7.70,398,2017-03-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-03,火电发电设备容量,106007.00,5.00,399,2017-03-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-03,水电发电设备容量,29024.00,4.20,400,2017-03-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-03,风电发电设备容量,15139.00,12.90,401,2017-03-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-03,核电发电设备容量,3473.00,23.40,402,2017-03-31 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-02,发电设备容量,160341.00,7.90,403,2017-02-28 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-02,火电发电设备容量,105733.00,5.30,404,2017-02-28 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-02,水电发电设备容量,28987.00,4.20,405,2017-02-28 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-02,风电发电设备容量,15088.00,13.20,406,2017-02-28 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2017-02,核电发电设备容量,3364.00,19.60,407,2017-02-28 00:00:00,1,0,2024-07-20 16:02:48,0,2024-07-20 16:02:48,,,
2024-06,发电设备容量,307061.00,14.10,748,2024-06-30 00:00:00,1,0,2024-08-01 10:44:07,0,2024-08-01 10:44:07,,,
2024-06,火电发电设备容量,140512.00,3.60,749,2024-06-30 00:00:00,1,0,2024-08-01 10:44:07,0,2024-08-01 10:44:07,,,
2024-06,水电发电设备容量,42715.00,2.20,750,2024-06-30 00:00:00,1,0,2024-08-01 10:44:07,0,2024-08-01 10:44:07,,,
2024-06,风电发电设备容量,46671.00,19.90,751,2024-06-30 00:00:00,1,0,2024-08-01 10:44:07,0,2024-08-01 10:44:07,,,
2024-06,核电发电设备容量,5808.00,2.30,752,2024-06-30 00:00:00,1,0,2024-08-01 10:44:07,0,2024-08-01 10:44:07,,,
2024-09,核电发电设备容量,5808.00,2.30,753,2024-09-30 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-09,风电发电设备容量,47955.00,19.80,754,2024-09-30 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-09,水电发电设备容量,43055.00,2.60,755,2024-09-30 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-09,火电发电设备容量,141860.00,3.40,756,2024-09-30 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-09,发电设备容量,315976.00,14.10,757,2024-09-30 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-08,发电设备容量,312764.00,14.00,758,2024-08-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-08,核电发电设备容量,5808.00,2.30,759,2024-08-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-08,风电发电设备容量,47403.00,19.90,760,2024-08-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-08,水电发电设备容量,42867.00,2.30,761,2024-08-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-08,火电发电设备容量,141445.00,3.60,762,2024-08-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-07,核电发电设备容量,5808.00,2.30,763,2024-07-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-07,风电发电设备容量,47053.00,19.80,764,2024-07-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-07,水电发电设备容量,42835.00,2.40,765,2024-07-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-07,火电发电设备容量,141061.00,3.50,766,2024-07-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-07,发电设备容量,310320.00,14.00,767,2024-07-31 00:00:00,1,0,2024-11-07 01:52:16,0,2024-11-07 01:52:16,,,
2024-10,发电设备容量,319427.00,14.50,768,2024-10-31 00:00:00,1,0,2024-11-25 23:17:14,0,2024-11-25 23:17:14,,,
2024-10,火电发电设备容量,142597.00,3.80,769,2024-10-31 00:00:00,1,0,2024-11-25 23:17:14,0,2024-11-25 23:17:14,,,
2024-10,水电发电设备容量,43088.00,2.50,770,2024-10-31 00:00:00,1,0,2024-11-25 23:17:14,0,2024-11-25 23:17:14,,,
2024-10,风电发电设备容量,48617.00,20.30,771,2024-10-31 00:00:00,1,0,2024-11-25 23:17:14,0,2024-11-25 23:17:14,,,
2024-10,核电发电设备容量,5808.00,2.30,772,2024-10-31 00:00:00,1,0,2024-11-25 23:17:14,0,2024-11-25 23:17:14,,,
2024-11,发电设备容量,323499.00,14.40,773,2024-11-30 00:00:00,1,0,2024-12-23 23:16:39,0,2024-12-23 23:16:39,,,
2024-11,火电发电设备容量,143426.00,4.00,774,2024-11-30 00:00:00,1,0,2024-12-23 23:16:39,0,2024-12-23 23:16:39,,,
2024-11,水电发电设备容量,43208.00,2.50,775,2024-11-30 00:00:00,1,0,2024-12-23 23:16:39,0,2024-12-23 23:16:39,,,
2024-11,风电发电设备容量,49218.00,19.20,776,2024-11-30 00:00:00,1,0,2024-12-23 23:16:39,0,2024-12-23 23:16:39,,,
2024-11,核电发电设备容量,5808.00,2.30,777,2024-11-30 00:00:00,1,0,2024-12-23 23:16:39,0,2024-12-23 23:16:39,,,
2024-12,发电设备容量,334862.00,14.60,778,2024-12-31 00:00:00,1,0,2025-01-22 23:16:29,0,2025-01-22 23:16:29,,,
2024-12,火电发电设备容量,144445.00,3.80,779,2024-12-31 00:00:00,1,0,2025-01-22 23:16:29,0,2025-01-22 23:16:29,,,
2024-12,水电发电设备容量,43595.00,3.20,780,2024-12-31 00:00:00,1,0,2025-01-22 23:16:29,0,2025-01-22 23:16:29,,,
2024-12,风电发电设备容量,52068.00,18.00,781,2024-12-31 00:00:00,1,0,2025-01-22 23:16:29,0,2025-01-22 23:16:29,,,
2024-12,核电发电设备容量,6083.00,6.90,782,2024-12-31 00:00:00,1,0,2025-01-22 23:16:29,0,2025-01-22 23:16:29,,,
2025-02,发电设备容量,340230.00,14.50,783,2025-02-28 00:00:00,1,0,2025-03-21 23:18:01,0,2025-03-21 23:18:01,,,
2025-02,火电发电设备容量,144809.00,3.90,784,2025-02-28 00:00:00,1,0,2025-03-21 23:18:01,0,2025-03-21 23:18:01,,,
2025-02,水电发电设备容量,43728.00,3.50,785,2025-02-28 00:00:00,1,0,2025-03-21 23:18:01,0,2025-03-21 23:18:01,,,
2025-02,风电发电设备容量,52982.00,17.60,786,2025-02-28 00:00:00,1,0,2025-03-21 23:18:01,0,2025-03-21 23:18:01,,,
2025-02,核电发电设备容量,6083.00,6.90,787,2025-02-28 00:00:00,1,0,2025-03-21 23:18:01,0,2025-03-21 23:18:01,,,
2025-03,发电设备容量,343081.00,14.60,788,2025-03-31 00:00:00,1,0,2025-04-21 23:19:09,0,2025-04-21 23:19:09,,,
2025-03,火电发电设备容量,145068.00,3.90,789,2025-03-31 00:00:00,1,0,2025-04-21 23:19:09,0,2025-04-21 23:19:09,,,
2025-03,水电发电设备容量,43757.00,3.30,790,2025-03-31 00:00:00,1,0,2025-04-21 23:19:09,0,2025-04-21 23:19:09,,,
2025-03,风电发电设备容量,53537.00,17.20,791,2025-03-31 00:00:00,1,0,2025-04-21 23:19:09,0,2025-04-21 23:19:09,,,
2025-03,核电发电设备容量,6083.00,6.90,792,2025-03-31 00:00:00,1,0,2025-04-21 23:19:09,0,2025-04-21 23:19:09,,,
2025-04,发电设备容量,348685.00,15.90,793,2025-04-30 00:00:00,1,0,2025-05-23 23:17:42,0,2025-05-23 23:17:42,,,
2025-04,火电发电设备容量,145500.00,4.10,794,2025-04-30 00:00:00,1,0,2025-05-23 23:17:42,0,2025-05-23 23:17:42,,,
2025-04,水电发电设备容量,43772.00,3.00,795,2025-04-30 00:00:00,1,0,2025-05-23 23:17:42,0,2025-05-23 23:17:42,,,
2025-04,风电发电设备容量,54119.00,18.20,796,2025-04-30 00:00:00,1,0,2025-05-23 23:17:42,0,2025-05-23 23:17:42,,,
2025-04,核电发电设备容量,6083.00,6.90,797,2025-04-30 00:00:00,1,0,2025-05-23 23:17:42,0,2025-05-23 23:17:42,,,
2025-05,发电设备容量,360886.00,18.80,798,2025-05-31 00:00:00,1,0,2025-06-24 23:16:52,0,2025-06-24 23:16:52,,,
2025-05,火电发电设备容量,145740.00,4.00,799,2025-05-31 00:00:00,1,0,2025-06-24 23:16:52,0,2025-06-24 23:16:52,,,
2025-05,水电发电设备容量,43864.00,3.00,800,2025-05-31 00:00:00,1,0,2025-06-24 23:16:52,0,2025-06-24 23:16:52,,,
2025-05,风电发电设备容量,56749.00,23.10,801,2025-05-31 00:00:00,1,0,2025-06-24 23:16:52,0,2025-06-24 23:16:52,,,
2025-05,核电发电设备容量,6083.00,4.70,802,2025-05-31 00:00:00,1,0,2025-06-24 23:16:52,0,2025-06-24 23:16:52,,,
2025-06,发电设备容量,364807.00,18.70,803,2025-06-30 00:00:00,1,0,2025-07-31 23:16:33,0,2025-07-31 23:16:33,,,
2025-06,火电发电设备容量,147452.00,4.70,804,2025-06-30 00:00:00,1,0,2025-07-31 23:16:33,0,2025-07-31 23:16:33,,,
2025-06,水电发电设备容量,43996.00,3.00,805,2025-06-30 00:00:00,1,0,2025-07-31 23:16:33,0,2025-07-31 23:16:33,,,
2025-06,风电发电设备容量,57260.00,22.70,806,2025-06-30 00:00:00,1,0,2025-07-31 23:16:33,0,2025-07-31 23:16:33,,,
2025-06,核电发电设备容量,6091.00,4.90,807,2025-06-30 00:00:00,1,0,2025-07-31 23:16:33,0,2025-07-31 23:16:33,,,
2025-07,发电设备容量,367367.00,18.20,808,2025-07-31 00:00:00,1,0,2025-08-25 23:18:01,0,2025-08-25 23:18:01,,,
2025-07,火电发电设备容量,148660.00,5.10,809,2025-07-31 00:00:00,1,0,2025-08-25 23:18:01,0,2025-08-25 23:18:01,,,
2025-07,水电发电设备容量,44161.00,3.10,810,2025-07-31 00:00:00,1,0,2025-08-25 23:18:01,0,2025-08-25 23:18:01,,,
2025-07,风电发电设备容量,57487.00,22.10,811,2025-07-31 00:00:00,1,0,2025-08-25 23:18:01,0,2025-08-25 23:18:01,,,
2025-07,核电发电设备容量,6094.00,4.90,812,2025-07-31 00:00:00,1,0,2025-08-25 23:18:01,0,2025-08-25 23:18:01,,,
