时间,项目名称,累计值(万千瓦),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2019-04,新增火电发电设备容量,1037.00,168,2019-04-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-03,新增水电发电设备容量,29.00,169,2019-03-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-03,新增发电设备容量,1788.00,170,2019-03-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-03,新增火电发电设备容量,661.00,171,2019-03-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-02,新增水电发电设备容量,27.00,172,2019-02-28 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-02,新增发电设备容量,1189.00,173,2019-02-28 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-02,新增火电发电设备容量,548.00,174,2019-02-28 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-12,新增水电发电设备容量,854.00,175,2018-12-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-12,新增火电发电设备容量,4119.00,176,2018-12-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-12,新增发电设备容量,12439.00,177,2018-12-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-11,新增水电发电设备容量,713.00,178,2018-11-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-11,新增火电发电设备容量,3017.00,179,2018-11-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-11,新增发电设备容量,9877.00,180,2018-11-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2018-10,新增火电发电设备容量,2698.00,181,2018-10-31 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
2018-10,新增水电发电设备容量,708.00,182,2018-10-31 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
2018-10,新增发电设备容量,8984.00,183,2018-10-31 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
2018-09,新增水电发电设备容量,666.00,184,2018-09-30 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
2018-09,新增火电发电设备容量,2379.00,185,2018-09-30 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
2018-09,新增发电设备容量,8114.00,186,2018-09-30 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
2018-08,新增水电发电设备容量,576.00,187,2018-08-31 00:00:00,1,0,2024-07-20 16:03:49,0,2024-07-20 16:03:49,,,
