时间,数据名称,本期(点),上期(点),环比增减(点),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-03-20,海运煤炭价格指数,550.33,553.16,-2.83,-0.51%,68,2024-03-20 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-19,海运煤炭价格指数,553.16,575.41,-22.25,-3.87%,69,2024-03-19 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-18,海运煤炭价格指数,575.41,593.19,-17.78,-3.00%,70,2024-03-18 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-15,海运煤炭价格指数,593.19,611.05,-17.86,-2.92%,71,2024-03-15 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-14,海运煤炭价格指数,611.05,626.75,-15.70,-2.50%,72,2024-03-14 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-13,海运煤炭价格指数,626.75,634.46,-7.71,-1.22%,73,2024-03-13 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-12,海运煤炭价格指数,634.46,614.56,19.90,3.24%,74,2024-03-12 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-11,海运煤炭价格指数,614.56,592.90,21.66,3.65%,75,2024-03-11 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-08,海运煤炭价格指数,592.90,586.01,6.89,1.18%,76,2024-03-08 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-07,海运煤炭价格指数,586.01,584.22,1.79,0.31%,77,2024-03-07 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-06,海运煤炭价格指数,584.22,581.24,2.98,0.51%,78,2024-03-06 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-05,海运煤炭价格指数,581.24,575.56,5.68,0.99%,79,2024-03-05 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-04,海运煤炭价格指数,575.56,569.67,5.89,1.03%,80,2024-03-04 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-03-01,海运煤炭价格指数,569.67,561.26,8.41,1.50%,81,2024-03-01 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-29,海运煤炭价格指数,561.26,562.61,-1.35,-0.24%,82,2024-02-29 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-28,海运煤炭价格指数,562.61,565.07,-2.46,-0.44%,83,2024-02-28 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-27,海运煤炭价格指数,565.07,554.10,10.97,1.98%,84,2024-02-27 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-26,海运煤炭价格指数,554.10,554.21,-0.11,-0.02%,85,2024-02-26 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-23,海运煤炭价格指数,554.21,546.92,7.29,1.33%,86,2024-02-23 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-22,海运煤炭价格指数,546.92,546.51,0.41,0.08%,87,2024-02-22 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-21,海运煤炭价格指数,546.51,546.77,-0.26,-0.05%,88,2024-02-21 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-20,海运煤炭价格指数,546.77,545.80,0.97,0.18%,89,2024-02-20 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-19,海运煤炭价格指数,545.80,543.82,1.98,0.36%,90,2024-02-19 00:00:00,1,0,2024-07-20 09:58:33,0,2024-07-20 09:58:33,,,
2024-02-18,海运煤炭价格指数,543.82,543.82,0.00,0.00%,91,2024-02-18 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-08,海运煤炭价格指数,543.82,543.82,0.00,0.00%,92,2024-02-08 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-07,海运煤炭价格指数,543.82,543.82,0.00,0.00%,93,2024-02-07 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-06,海运煤炭价格指数,543.82,544.01,-0.19,-0.03%,94,2024-02-06 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-05,海运煤炭价格指数,544.01,548.91,-4.90,-0.89%,95,2024-02-05 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-04,海运煤炭价格指数,548.91,549.84,-0.93,-0.17%,96,2024-02-04 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-02,海运煤炭价格指数,549.84,550.11,-0.27,-0.05%,97,2024-02-02 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-02-01,海运煤炭价格指数,550.11,550.67,-0.56,-0.10%,98,2024-02-01 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-31,海运煤炭价格指数,550.67,561.66,-10.99,-1.96%,99,2024-01-31 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-30,海运煤炭价格指数,561.66,573.44,-11.78,-2.05%,100,2024-01-30 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-29,海运煤炭价格指数,573.44,589.99,-16.55,-2.81%,101,2024-01-29 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-26,海运煤炭价格指数,589.99,609.34,-19.35,-3.18%,102,2024-01-26 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-25,海运煤炭价格指数,609.34,614.23,-4.89,-0.80%,103,2024-01-25 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-24,海运煤炭价格指数,614.23,613.54,0.69,0.11%,104,2024-01-24 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-23,海运煤炭价格指数,613.54,613.86,-0.32,-0.05%,105,2024-01-23 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-22,海运煤炭价格指数,613.86,613.86,0.00,0.00%,106,2024-01-22 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-19,海运煤炭价格指数,615.24,614.53,0.71,0.12%,107,2024-01-19 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-18,海运煤炭价格指数,614.53,615.29,-0.76,-0.12%,108,2024-01-18 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-17,海运煤炭价格指数,615.29,616.44,-1.15,-0.19%,109,2024-01-17 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-16,海运煤炭价格指数,616.44,617.11,-0.67,-0.11%,110,2024-01-16 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-15,海运煤炭价格指数,617.11,626.14,-9.03,-1.44%,111,2024-01-15 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-12,海运煤炭价格指数,626.14,630.17,-4.03,-0.64%,112,2024-01-12 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-11,海运煤炭价格指数,630.17,651.53,-21.36,-3.28%,113,2024-01-11 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-10,海运煤炭价格指数,651.53,698.65,-47.12,-6.74%,114,2024-01-10 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-09,海运煤炭价格指数,698.65,743.68,-45.03,-6.06%,115,2024-01-09 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-08,海运煤炭价格指数,743.68,771.64,-27.96,-3.62%,116,2024-01-08 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-05,海运煤炭价格指数,771.64,803.05,-31.41,-3.91%,117,2024-01-05 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-04,海运煤炭价格指数,803.05,804.88,-1.83,-0.23%,118,2024-01-04 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-03,海运煤炭价格指数,804.88,799.88,5.00,0.63%,119,2024-01-03 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2024-01-02,海运煤炭价格指数,799.88,802.51,-2.63,-0.33%,120,2024-01-02 00:00:00,1,0,2024-07-20 09:58:36,0,2024-07-20 09:58:36,,,
2023-12-29,海运煤炭价格指数,802.51,840.67,-38.16,-4.54%,121,2023-12-29 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-28,海运煤炭价格指数,840.67,879.71,-39.04,-4.44%,122,2023-12-28 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-27,海运煤炭价格指数,879.71,1000.53,-120.82,-12.08%,123,2023-12-27 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-26,海运煤炭价格指数,1000.53,1031.00,-30.47,-2.96%,124,2023-12-26 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-25,海运煤炭价格指数,1031.00,1040.01,-9.01,-0.87%,125,2023-12-25 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-22,海运煤炭价格指数,1040.01,1040.13,-0.12,-0.01%,126,2023-12-22 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-21,海运煤炭价格指数,1040.13,1044.38,-4.25,-0.41%,127,2023-12-21 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-20,海运煤炭价格指数,1044.38,1047.36,-2.98,-0.28%,128,2023-12-20 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-19,海运煤炭价格指数,1047.36,1047.93,-0.57,-0.05%,129,2023-12-19 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-18,海运煤炭价格指数,1047.93,1048.85,-0.92,-0.09%,130,2023-12-18 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-15,海运煤炭价格指数,1048.85,1049.45,-0.60,-0.06%,131,2023-12-15 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-14,海运煤炭价格指数,1049.45,1047.70,1.75,0.17%,132,2023-12-14 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-13,海运煤炭价格指数,1047.70,1034.93,12.77,1.23%,133,2023-12-13 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-12,海运煤炭价格指数,1034.93,982.88,52.05,5.30%,134,2023-12-12 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-11,海运煤炭价格指数,982.88,880.11,102.77,11.68%,135,2023-12-11 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-08,海运煤炭价格指数,880.11,858.16,21.95,2.56%,136,2023-12-08 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-07,海运煤炭价格指数,858.16,859.19,-1.03,-0.12%,137,2023-12-07 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-06,海运煤炭价格指数,859.19,859.19,0.00,0.00%,138,2023-12-06 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-05,海运煤炭价格指数,859.19,847.56,11.63,1.37%,139,2023-12-05 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-04,海运煤炭价格指数,847.56,811.37,36.19,4.46%,140,2023-12-04 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-12-01,海运煤炭价格指数,811.37,828.32,-16.95,-2.05%,141,2023-12-01 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-30,海运煤炭价格指数,828.32,839.31,-10.99,-1.31%,142,2023-11-30 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-29,海运煤炭价格指数,839.31,845.53,-6.22,-0.74%,143,2023-11-29 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-28,海运煤炭价格指数,845.53,843.16,2.37,0.28%,144,2023-11-28 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-27,海运煤炭价格指数,843.16,842.95,0.21,0.02%,145,2023-11-27 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-24,海运煤炭价格指数,842.95,824.55,18.40,2.23%,146,2023-11-24 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-23,海运煤炭价格指数,824.55,783.24,41.31,5.27%,147,2023-11-23 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-22,海运煤炭价格指数,783.24,781.53,1.71,0.22%,148,2023-11-22 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-21,海运煤炭价格指数,781.53,780.28,1.25,0.16%,149,2023-11-21 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-20,海运煤炭价格指数,780.28,769.79,10.49,1.36%,150,2023-11-20 00:00:00,1,0,2024-07-20 09:58:41,0,2024-07-20 09:58:41,,,
2023-11-17,海运煤炭价格指数,769.79,734.91,34.88,4.75%,151,2023-11-17 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-16,海运煤炭价格指数,734.91,704.89,30.02,4.26%,152,2023-11-16 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-15,海运煤炭价格指数,704.89,705.06,-0.17,-0.02%,153,2023-11-15 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-14,海运煤炭价格指数,705.06,705.20,-0.14,-0.02%,154,2023-11-14 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-13,海运煤炭价格指数,705.20,720.31,-15.11,-2.10%,155,2023-11-13 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-10,海运煤炭价格指数,720.31,719.99,0.32,0.04%,156,2023-11-10 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-09,海运煤炭价格指数,719.99,691.57,28.42,4.11%,157,2023-11-09 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-08,海运煤炭价格指数,691.57,639.99,51.58,8.06%,158,2023-11-08 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
2023-11-07,海运煤炭价格指数,639.99,591.47,48.52,8.20%,159,2023-11-07 00:00:00,1,0,2024-07-20 09:58:45,0,2024-07-20 09:58:45,,,
