时间,所属行业,当月值(亿吨),同比增长(%),累计值(亿吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-02,化工行业,,,0.46,6.00,162,2021-02-28 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-02,建材行业,,,0.50,50.40,163,2021-02-28 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-02,钢铁行业,,,1.20,8.80,164,2021-02-28 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-12,电力行业,2.50,10.80,21.90,1.50,165,2020-12-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-12,化工行业,0.30,6.00,2.90,0.20,166,2020-12-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-12,建材行业,0.40,8.40,4.90,0.80,167,2020-12-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-12,钢铁行业,0.60,8.90,7.30,3.80,168,2020-12-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-11,电力行业,1.90,25.10,19.30,-0.10,169,2020-11-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-11,化工行业,0.30,2.50,2.70,-0.30,170,2020-11-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-11,建材行业,0.50,4.30,4.50,0.10,171,2020-11-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-11,钢铁行业,0.60,-4.30,6.70,3.40,172,2020-11-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2020-10,电力行业,1.50,-3.00,17.10,-1.50,173,2020-10-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
