CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
662.8021386640161,789.6846776325796,876.4451557777137,608.1654213279879,747.9760997926065,973.2320138069844
661.7306978273567,787.2879594935696,873.2712549442243,607.2791212388286,746.9075863400834,972.2977238772784
663.0832116735861,790.0835054869221,876.7048389117981,608.6696037942716,748.9084802363944,975.4333362226805
662.9177665697894,789.8863726908083,876.6812149193025,608.9138202332157,748.7532765972326,973.9328984809054
663.2312122259821,790.0729415224828,877.6803348792231,609.4189111038722,749.0715226275734,974.3648110486439
662.6802001299677,789.1058882211772,877.2298212222661,609.2559661235905,748.509465175486,974.1082207653428
663.1912592234272,790.3407128114666,879.5445773055827,610.2320830112292,749.0552788460094,974.9549453455431
661.5945945198034,788.5668206774217,877.7937112449124,608.9591115126859,747.3943726441076,972.680503823024
658.9119899221346,783.9338313357293,872.7735154628999,606.5793912297729,744.531599318667,968.1872477090017
658.2615039835518,783.2225901480532,872.3851323792315,606.1678595079462,743.652469547191,967.407988542666
658.5460941034728,784.3770245761826,874.2032612420737,606.3130100537076,744.1152016825124,968.1813380042418
657.4240600192966,782.9166290890184,872.8014253961006,605.6289706827104,743.0210704534096,965.6617249277225
657.2889084204664,783.195518860048,873.4808081709809,605.6830684740135,743.0930216719403,965.4268337382146
657.5094182995804,784.0863544237822,874.8242673825565,606.0675962396867,743.6356568117271,965.9670325861919
657.9794285682977,785.2753948211102,876.6904323849581,606.6849700736259,744.5294040502879,967.1274307433033
658.802052453009,787.0737852525108,879.2164448896299,607.6305133233208,745.891500599833,969.0605321363188
