window,feature,recent_delta,recent_pct,corr_same_import,corr_future_import,corr_same_domestic,corr_future_domestic
20,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新沙港库存(万吨),0.0,0.0,0.07325421708738596,-0.04936565751502476,0.028279233222287523,-0.050913743124932444
20,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新港库存(万吨),0.0,0.0,-0.09773736070646423,-0.04486494692910165,-0.08362559292997855,-0.04948457136271427
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_库存合计(万吨),0.0,0.0,-0.061381558623747445,-0.1712531210525784,-0.1283061481930033,-0.1523540179543455
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_调入量(万吨),0.0,0.0,0.1140711684543893,-0.10778523595367222,0.08503057291988507,-0.09756741416795123
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_吞吐量(万吨),0.0,0.0,-0.017814627693932588,-0.03048467340522127,-0.03710841398022262,-0.015056168042237266
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_锚地船舶(艘),0.0,0.0,0.14970515405116472,0.04016359714707736,0.19597308392803678,0.015302529145404389
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_预到船舶(艘),0.0,0.0,0.0006887847178584,-0.03634582363669527,-0.011571594220396582,-0.02499228949419443
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_铁路到车(车),0.0,0.0,0.11448378518861906,-0.11038410669369383,0.08687202931374287,-0.10003873542625784
32,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_港口卸车(车),0.0,0.0,0.11457134216179997,-0.10879179826398931,0.08565574082649377,-0.09857024349882015
32,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_库存合计(万吨),0.0,0.0,0.06260468733616847,-0.2149817849485679,0.016212537109546236,-0.19580745980446174
32,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新沙港库存(万吨),0.0,0.0,0.10707215023841711,-0.17225966318702504,0.06607703898884738,-0.14552732146186134
32,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新港库存(万吨),0.0,0.0,-0.0680779293190587,-0.08298916054776762,-0.06734060030565195,-0.10563241709554666
