period_id,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#1_上网电量,可门_可门#1_供热用厂用电率,可门_可门#1_供热量,可门_可门#1_利用小时,可门_可门#1_发电厂用电率,可门_可门#1_发电标煤量,可门_可门#1_发电用厂用电量,可门_可门#1_开机率,可门_可门#1_综合供电煤耗,可门_可门#1_综合厂用电率,可门_可门#1_综合厂用电量,可门_可门#1_负荷率,可门_可门#1_运行小时,可门_可门#2_上网电量,可门_可门#2_供热用厂用电率,可门_可门#2_供热量,可门_可门#2_利用小时,可门_可门#2_发电厂用电率,可门_可门#2_发电标煤量,可门_可门#2_发电用厂用电量,可门_可门#2_开机率,可门_可门#2_综合供电煤耗,可门_可门#2_综合厂用电率,可门_可门#2_综合厂用电量,可门_可门#2_负荷率,可门_可门#2_运行小时,可门_可门#3_上网电量,可门_可门#3_供热用厂用电率,可门_可门#3_供热量,可门_可门#3_利用小时,可门_可门#3_发电厂用电率,可门_可门#3_发电标煤量,可门_可门#3_发电用厂用电量,可门_可门#3_开机率,可门_可门#3_综合供电煤耗,可门_可门#3_综合厂用电率,可门_可门#3_综合厂用电量,可门_可门#3_负荷率,可门_可门#3_运行小时,可门_可门#4_上网电量,可门_可门#4_供热用厂用电率,可门_可门#4_供热量,可门_可门#4_利用小时,可门_可门#4_发电厂用电率,可门_可门#4_发电标煤量,可门_可门#4_发电用厂用电量,可门_可门#4_开机率,可门_可门#4_综合供电煤耗,可门_可门#4_综合厂用电率,可门_可门#4_综合厂用电量,可门_可门#4_负荷率,可门_可门#4_运行小时,可门_可门#5_上网电量,可门_可门#5_供热用厂用电率,可门_可门#5_供热量,可门_可门#5_利用小时,可门_可门#5_发电厂用电率,可门_可门#5_发电标煤量,可门_可门#5_发电用厂用电量,可门_可门#5_开机率,可门_可门#5_综合供电煤耗,可门_可门#5_综合厂用电率,可门_可门#5_综合厂用电量,可门_可门#5_负荷率,可门_可门#5_运行小时,可门_可门#6_上网电量,可门_可门#6_供热用厂用电率,可门_可门#6_供热量,可门_可门#6_利用小时,可门_可门#6_发电厂用电率,可门_可门#6_发电标煤量,可门_可门#6_发电用厂用电量,可门_可门#6_开机率,可门_可门#6_综合供电煤耗,可门_可门#6_综合厂用电率,可门_可门#6_综合厂用电量,可门_可门#6_负荷率,可门_可门#6_运行小时,发电量1,发电量2,发电量3,发电量4,发电量5,发电量6,总发电量
20240414,3305.55,4.84,5.921938,547,8173,295.130181,14.504167,4.376041,9823.909806,152.33,16473,75,297.19441,5.040218,175.45,17020,80.578704,1236.37,6.19,3701,21.65,4.185527,3583.989356,54.37,100,289.88,4.821401,62.63,90.208333,24,818,7.48,34,14.516667,5.283582,2514.532,46.02,100,307.4,6.08496,53,60.486111,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1251.18,5.69,4438,21.85,3.961861,3725.38845,51.94,100,297.75,4.562929,59.82,91.041667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,871,0,1311,,,3481
20240415,3732,5.37,6.054798,607,8869,295.106485,16.354167,4.203057,11096.09239,164.97,18626,75,297.322947,4.917197,193,19233,90.856481,1284.99,6.1,3089,22.5,4.116296,3716.705076,55.57,100,289.24,4.815556,65.01,93.75,24,1167.75,6.36,2632,20.55,4.523925,3576.1176,55.78,100,306.24,5.291971,65.25,85.625,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.27,5.75,3148,22.366667,3.995529,3803.26971,53.62,100,297.3,4.674367,62.73,93.194444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1233,0,1342,,,3925
20240416,3858.45,3.95,6.279809,444,6290,295.211409,16.920833,4.340557,11468.16618,176.27,19841,72.739583,297.222102,4.987688,202.55,20285,96.925868,1340.05,6.51,2289,23.516667,4.376329,3870.33241,61.75,100,288.82,5.028349,70.95,97.986111,24,1343.21,6.2,1982,23.583333,4.414841,4108.342106,62.47,100,305.86,5.073498,71.79,98.263889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.19,6.09,2019,20.583333,4.215385,3489.491667,52.06,90.958333,296.93,4.842915,59.81,94.289204,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,1415,0,1235,,,4061
20240417,2407.05,3.61,6.539855,390,5520,295.103355,10.641667,4.512921,7196.803568,115.26,12428,50,298.988537,5.75372,146.95,12818,88.680556,1265.68,6.55,3659,22.35,4.405667,3680.470872,59.08,100,290.79,5.616704,75.32,93.125,24,1141.37,6.52,1861,20.216667,4.631492,3516.332696,56.18,100,308.08,5.905194,71.63,84.236111,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1341,1213,0,0,,,2554
20240418,2046.9,2.11,6.470408,230,3261,295.659497,9.054167,4.508974,6134.9937,97.98,10615,50,299.721222,5.803037,126.1,10845,75.451389,1181.31,6.22,2095,20.816667,4.211369,3455.213619,52.6,100,292.49,5.419536,67.69,86.736111,24,865.59,6.9,1166,15.4,4.912338,2679.780081,45.39,100,309.59,6.321429,58.41,64.166667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,924,0,0,,,2173
20240419,2238.45,0.14,6.796117,14,206,295.529966,9.870833,4.494301,6686.454135,106.47,11617,50,298.709113,5.510764,130.55,11631,82.256944,1220.85,0,0,21.466667,4.252329,3552.551415,54.77,100,290.99,5.213509,67.15,89.444444,24,1017.6,6.71,206,18.016667,4.782609,3133.90272,51.7,100,307.97,5.86494,63.4,75.069444,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,1081,0,0,,,2369
20240420,1795.65,0,0,0,0,295.957339,7.979167,4.94047,5387.57781,94.61,9360,48.958333,300.034963,6.232376,119.35,9360,67.907801,1172,0,0,20.666667,4.347581,3442.164,53.91,100,293.7,5.483871,68,86.111111,24,623.65,0,0,11.25,6.02963,1945.41381,40.7,95.833333,311.94,7.607407,51.35,48.913043,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,675,0,0,,,1915
20240421,970.2,0,0,0,0,291.003324,4.333333,4.532692,2889.2556,47.14,5019,22.395833,297.8,6.711538,69.8,5019,80.620155,970.2,0,0,17.333333,4.532692,2889.2556,47.14,89.583333,297.8,6.711538,69.8,80.620155,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,0,0,0,,,1040
20240510,1074.3,0.32,6.4,34,500,306.742583,4.85,6.662371,3332.604791,77.55,5636,30.729167,310.211746,7.706186,89.7,5670,65.762712,1013.03,6.5,500,17.816667,4.52666,3052.968511,48.39,100,301.37,5.235734,55.97,74.236111,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.27,0,0,1.583333,30.694737,279.63628,29.16,22.916667,456.4,35.505263,33.73,28.787879,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,0,0,95,,,1164
20240511,2371.05,3.14,6.356275,338,4940,291.414682,10.4,4.269631,6963.149847,106.57,11700,50,293.673682,5.00601,124.95,12038,86.666667,1264.66,6.35,4940,22.2,4.311562,3669.537456,57.43,100,290.16,5.055556,67.34,92.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106.39,0,0,19.4,4.221649,3293.612391,49.14,100,297.69,4.949313,57.61,80.833333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,0,0,1164,,,2496
20240512,2403.75,4.18,6.169742,467,6775,291.146885,10.5625,4.211045,7069.774227,106.75,11947,50,294.114372,5.177515,131.25,12414,88.020833,1247.29,6.25,4488,21.933333,4.246201,3631.734293,55.88,100,291.17,5.221125,68.71,91.388889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156.46,6.01,2287,20.316667,4.173093,3438.039934,50.87,100,297.29,5.130435,62.54,84.652778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,0,0,1219,,,2535
20240513,2178.15,4.8,6.678725,488,7187,291.977834,9.604167,4.546204,6424.12551,104.79,10733,50,294.934945,5.503254,126.85,11221,80.034722,1150.45,6.84,4576,20.316667,4.645611,3358.39364,56.63,100,291.92,5.623462,68.55,84.652778,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.7,6.38,2611,18.1,4.434622,3065.73187,48.16,100,298.31,5.368324,58.3,75.416667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,0,0,1086,,,2305
20240514,2180.4,5.02,6.798483,497,7384,291.925138,9.6125,4.591244,6425.505822,105.92,10620,50,294.693901,5.487646,126.6,11117,80.104167,1104.18,7.26,4395,19.55,4.908781,3219.015954,57.58,100,291.53,5.867008,68.82,81.458333,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076.22,6.13,2989,18.9,4.262787,3206.489868,48.34,100,297.94,5.095238,57.78,78.75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,0,0,1134,,,2307
20240515,2240.55,4.91,6.759361,485,7264,291.658841,9.883333,4.609191,6599.27709,109.33,10841,50,294.538265,5.541737,131.45,11326,82.361111,1166.25,7.22,3959,20.65,4.883777,3399.15225,60.51,100,291.46,5.871671,72.75,86.041667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074.3,6.2,3305,18.883333,4.308914,3200.12484,48.82,100,297.88,5.180936,58.7,78.680556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,0,0,1133,,,2372
20240516,2015.1,5.4,7.278609,495,7419,288.932909,8.933333,4.89319,5891.602062,104.91,9538,50,292.372689,6.012127,128.9,10033,74.444444,1167.74,7.3,6857,20.7,4.866345,3362.740878,60.44,100,287.97,5.979066,74.26,86.25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.36,7.14,562,15.033333,4.930155,2528.861184,44.47,100,298.44,6.05765,54.64,62.638889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,0,0,902,,,2144
20240517,2463.15,4.93,6.792505,470,7258,290.869768,10.866667,4.534509,7241.900953,118.26,11734,50,294.009742,5.554064,144.85,12204,90.555556,1255.67,7.19,4698,22.25,4.851685,3653.874133,64.77,100,290.99,5.942322,79.33,92.708333,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.48,6.06,2560,21.216667,4.201885,3588.02682,53.49,100,297.15,5.146897,65.52,88.402778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1335,0,0,1273,,,2608
20240518,2442.75,4.91,6.669383,483,7362,290.886171,10.816667,4.50963,7210.86456,117.07,11630,50,295.194537,5.903313,153.25,12113,90.138889,1247.85,7.15,4189,22.2,4.826577,3646.71684,64.29,100,292.24,6.317568,84.15,92.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.9,6.02,3173,21.066667,4.176424,3564.14772,52.79,100,298.28,5.466772,69.1,87.777778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,0,0,1264,,,2596
20240519,2259.3,4.94,6.763417,480,7304,291.560425,9.970833,4.56331,6658.65699,109.2,10739,50,294.722126,5.587129,133.7,11219,83.090278,1198.98,7.12,4639,21.233333,4.809262,3493.707822,61.27,100,291.39,5.88854,75.02,88.472222,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.32,6.15,2665,18.65,4.283289,3164.949168,47.93,100,298.49,5.243968,58.68,77.708333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,0,0,1119,,,2393
20240520,2328.3,5.22,6.561086,520,7956,291.278878,10.270833,4.521704,6855.364899,111.46,11058,50,294.436494,5.545639,136.7,11578,85.590278,1210.11,7.21,3854,21.45,4.871018,3525.171441,62.69,100,291.31,5.974359,76.89,89.375,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118.19,5.95,4102,19.633333,4.140068,3330.193458,48.77,100,297.82,5.07725,59.81,81.805556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1287,0,0,1178,,,2465
20240521,2205.6,5.52,6.639403,543,8314,291.728115,9.75,4.679915,6506.96643,109.51,10485,50,295.020241,5.74359,134.4,11028,81.25,1022.7,7.98,3067,18.25,5.379909,2992.21566,58.91,100,292.58,6.60274,72.3,76.041667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182.9,5.85,5247,20.75,4.064257,3514.75077,50.6,100,297.13,4.987952,62.1,86.458333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,0,0,1245,,,2340
20240522,2112.75,5.79,6.949946,553,8331,291.850217,9.391667,4.822094,6261.091884,108.69,10246,50,296.347977,6.266637,141.25,10799,78.263889,1159.83,7.71,3978,20.733333,5.206592,3404.333016,64.77,100,293.52,6.766077,84.17,86.388889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.92,6.25,4353,16.833333,4.348515,2856.758868,43.92,100,299.79,5.651485,57.08,70.138889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,0,0,1010,,,2254
20240523,2864.85,4.77,6.285413,491,7589,292.200089,12.666667,4.774671,8458.754285,145.15,13974,64.583333,295.259936,5.761513,175.15,14465,81.72043,1210.52,7.39,3566,21.466667,4.985248,3523.944772,64.21,100,291.11,6.015528,77.48,89.444444,24,448.67,0,0,8.166667,6.989796,1355.566671,34.25,58.333333,302.13,8.434694,41.33,58.333333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.66,5.31,4023,21.033333,3.699683,3579.242842,46.69,100,296.87,4.464342,56.34,87.638889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,490,0,1262,,,3040
20240524,3553.65,4.61,6.523277,493,7067,293.582131,15.616667,4.504803,10507.77419,168.84,17381,75,295.68962,5.185432,194.35,17874,86.759259,1234.81,7.47,3046,21.833333,4.98626,3548.473497,65.32,100,287.37,5.739695,75.19,90.972222,24,1209.16,6.3,442,21.25,4.48549,3682.859528,57.19,100,304.58,5.163922,65.84,88.541667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1109.68,5.75,3579,19.383333,3.982803,3276.441168,46.32,100,295.26,4.584695,53.32,80.763889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,1275,0,1163,,,3748
20240525,3702.15,4.13,6.456151,436,6397,293.614217,16.258333,4.474116,10944.23505,174.58,18022,75,295.618358,5.121732,199.85,18458,90.324074,1242.02,7.45,2438,21.95,4.973424,3568.32346,65.5,100,287.3,5.693242,74.98,91.458333,24,1247.18,6.34,1175,21.916667,4.504943,3794.919304,59.24,100,304.28,5.157414,67.82,91.319444,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.95,5.65,2784,21.166667,3.924409,3580.992285,49.84,100,295.23,4.492126,57.05,88.194444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1317,1315,0,1270,,,3902
20240526,3576.9,4.42,6.534595,475,6764,293.579349,15.720833,4.492976,10579.07314,169.52,17641,75,295.760942,5.197456,196.1,18116,87.337963,1211.48,7.41,3376,21.416667,4.946304,3480.703188,63.56,100,287.31,5.721401,73.52,89.236111,24,1216.88,6.43,137,21.416667,4.582879,3706.61648,58.89,100,304.6,5.301167,68.12,89.236111,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.54,5.64,3251,20.05,3.912718,3391.753474,47.07,100,295.31,4.527016,54.46,83.541667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1285,0,1203,,,3773
20240527,3333.9,4.5,6.911381,436,6511,293.581016,14.679167,4.627874,9864.204705,163.04,16316,75,295.875842,5.367584,189.1,16752,81.550926,1166.09,7.52,3190,20.633333,5.008078,3346.6783,62,100,287,5.808562,71.91,85.972222,24,1165.96,6.52,2123,20.533333,4.620942,3543.93542,56.93,100,303.95,5.36039,66.04,85.555556,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.85,6.02,1198,17.55,4.188034,2973.590985,44.1,100,296.81,4.85755,51.15,73.125,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,1232,0,1053,,,3523
20240528,3115.35,4.7,7.129854,448,6592,293.972766,13.7375,4.769791,9229.980526,157.26,15613,75,296.274272,5.509554,181.65,16061,76.319444,1145.91,7.48,4157,20.266667,4.990132,3291.855657,60.68,100,287.27,5.76398,70.09,84.444444,24,1149.55,6.48,1979,20.233333,4.595552,3499.69002,55.79,100,304.44,5.308896,64.45,84.305556,24,0,0,0,0,0,0,0,0,0,0,0,0,0,819.89,6.79,456,14.45,4.704729,2438.434849,40.79,100,297.41,5.433679,47.11,60.208333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,1214,0,867,,,3297
20240529,3038.1,4.26,6.847774,400,6221,294.151309,13.383333,4.650685,9008.736831,149.38,14755,75,296.525356,5.414072,173.9,15155,74.351852,1149.51,7.23,4056,20.3,4.830049,3303.346887,58.83,100,287.37,5.623153,68.49,84.583333,24,1157.85,6.15,2165,20.333333,4.37623,3525.88482,53.39,100,304.52,5.094262,62.15,84.722222,24,0,0,0,0,0,0,0,0,0,0,0,0,0,730.74,0,0,12.9,4.801034,2179.505124,37.16,100,298.26,5.589147,43.26,53.75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1218,1220,0,774,,,3212
20240530,3615.6,4.16,6.354055,438,6547,293.60884,15.8625,4.369057,10689.32897,166.33,17360,75,295.644678,5.027581,191.4,17798,88.125,1197.33,7.14,3109,21.116667,4.778216,3439.210692,60.54,100,287.24,5.498816,69.67,87.986111,24,1205.46,6.3,442,21.183333,4.481511,3669.781878,56.96,100,304.43,5.15657,65.54,88.263889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.81,5.54,2996,21.15,3.847912,3580.336401,48.83,100,295.21,4.427896,56.19,88.125,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,1271,0,1269,,,3807
20240531,3745.05,4.18,6.746288,431,6196,292.943469,16.4625,4.535054,11049.30036,179.18,18537,75,295.037459,5.212604,205.95,18968,91.458333,1254.21,7.43,3601,22.166667,4.957895,3602.09112,65.94,100,287.2,5.698496,75.79,92.361111,24,1238.03,6.57,209,21.8,4.654434,3745.907371,60.88,100,302.57,5.349388,69.97,90.833333,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1252.81,5.75,2386,21.883333,3.988576,3701.301864,52.37,100,295.44,4.584158,60.19,91.180556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,1308,0,1313,,,3951
20240601,3050.4,4.66,7.194689,442,6477,294.305102,13.441667,4.739306,9044.319514,152.89,15198,75,296.496181,5.443273,175.6,15640,74.675926,1146.64,7.49,4824,20.283333,5.034511,3310.005688,61.27,100,288.67,5.78143,70.36,84.513889,24,751.23,7.61,520,13.35,5.409488,2301.618474,43.33,100,306.38,6.213483,49.77,55.625,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.53,5.7,1133,20.133333,3.998344,3432.695352,48.3,100,297.84,4.591887,55.47,83.888889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,801,0,1208,,,3226
20240602,2328.6,4.84,7.527216,435,6430,294.876448,10.3625,5.437877,6934.786349,135.24,11602,75,297.809257,6.369119,158.4,12037,57.569444,982.18,7.65,5291,17.416667,5.133014,2842.42892,53.64,100,289.4,6.011483,62.82,72.569444,24,504.26,0,0,9.15,6.958106,1556.499342,38.2,100,308.67,8.149362,44.74,38.125,24,0,0,0,0,0,0,0,0,0,0,0,0,0,842.17,6.94,1139,14.883333,4.860022,2535.858087,43.4,100,301.11,5.692049,50.83,62.013889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,549,0,893,,,2487
20240603,2819.55,4.54,7.306083,434,6214,294.644049,12.4625,4.942828,8377.201741,147.84,14312,75,297.111303,5.732197,171.45,14746,69.236111,1067.43,7.66,4745,18.916667,5.133921,3081.563667,58.27,100,288.69,5.953304,67.57,78.819444,24,724.46,0,0,12.9,5.51938,2221.701482,42.72,100,306.67,6.400517,49.54,53.75,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.66,6.18,1469,18.033333,4.329945,3073.936592,46.85,100,299.12,5.022181,54.34,75.138889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,774,0,1082,,,2991
20240604,2949.15,4.15,6.689233,434,6204,294.485362,13.004167,4.755527,8753.812959,148.42,15165,75,296.824948,5.506248,171.85,15599,72.24537,1147.14,7.36,3565,20.283333,4.957272,3320.167302,60.33,100,289.43,5.740345,69.86,84.513889,24,649.35,7.9,37,11.583333,5.673381,1997.335665,39.43,100,307.59,6.568345,45.65,48.263889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.66,5.74,2602,20.15,4.024814,3436.309992,48.66,100,298.12,4.66005,56.34,83.958333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,695,0,1209,,,3121
20240605,3091.35,4.4,7.081925,402,6213,294.298191,13.629167,4.72088,9172.038547,154.42,14624,75,296.7001,5.492204,179.65,15026,75.717593,1144.71,7.5,4633,20.266667,5.039474,3305.579067,61.28,100,288.77,5.862664,71.29,84.444444,24,791.92,7.33,62,14.05,5.208778,2427.472376,43.91,100,306.53,6.059312,51.08,58.541667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1154.72,5.8,1518,20.2,4.061881,3438.987104,49.23,100,297.82,4.726073,57.28,84.166667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,843,0,1212,,,3271
20240606,3110.4,4.44,7.169385,429,6193,294.239593,13.754167,4.799152,9246.714615,158.42,15643,75,297.283777,5.774008,190.6,16072,76.412037,1151.32,7.64,4486,20.45,5.126324,3331.574684,62.9,100,289.37,6.167889,75.68,85.208333,24,796.69,7.48,59,14.183333,5.304348,2447.352011,45.14,100,307.19,6.381904,54.31,59.097222,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.4,5.89,1648,20.383333,4.118561,3467.78792,50.37,100,298.33,4.955029,60.6,84.930556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,851,0,1223,,,3301
20240607,3223.65,4.34,7.036316,418,6168,294.127636,14.241667,4.849912,9565.707228,165.77,15753,75,296.735292,5.686074,194.35,16171,79.12037,1144.3,8.01,3125,20.35,5.357903,3302.90752,65.42,100,288.64,6.281736,76.7,84.791667,24,921.79,7.25,325,16.35,5.148828,2821.691369,50.51,100,306.11,6.035678,59.21,68.125,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.57,5.87,2718,20.266667,4.098684,3441.108339,49.84,100,297.27,4.805099,58.43,84.444444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,981,0,1216,,,3418
20240608,3591.6,4.26,6.741573,432,6319,293.803827,15.870833,4.792596,10654.64889,182.55,18052,75,296.654663,5.707535,217.4,18484,88.171296,1274.43,7.99,1712,22.683333,5.340926,3679.27941,72.69,100,288.7,6.360764,86.57,94.513889,24,1068.71,7,1735,18.933333,4.973592,3268.222051,56.5,100,305.81,5.923415,67.29,78.888889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.45,5.84,2872,21.866667,4.067073,3707.14743,53.36,100,296.94,4.84375,63.55,91.111111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,1136,0,1312,,,3809
20240609,3265.95,4.45,6.321921,456,7039,294.087276,14.483333,4.991657,9712.202876,173.51,15985,75,297.377574,6.042865,210.05,16441,80.462963,810.61,10.14,383,14.7,6.685941,2345.824279,58.97,100,289.39,8.094104,71.39,61.25,24,1168.07,6.95,2137,20.7,4.917069,3559.693325,61.07,100,304.75,5.952496,73.93,86.25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.26,5.7,4519,22.533333,3.954882,3806.685272,53.47,100,295.72,4.788462,64.74,93.888889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,882,1242,0,1352,,,3476
20240610,3056.7,3.72,6.042885,391,6156,294.426432,13.541667,4.98,9092.329875,161.85,14693,75,297.455749,5.947692,193.3,15084,75.231481,671.18,0,0,12.25,7.269388,1940.247144,53.43,100,289.08,8.682993,63.82,51.041667,24,1181.25,6.49,2110,20.833333,4.6048,3592.771875,57.56,100,304.15,5.5,68.75,86.805556,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.26,5.8,4046,21.083333,4.020553,3559.310856,50.86,100,295.56,4.801581,60.74,87.847222,24,,,,,,,,,,,,,,,,,,,,,,,,,,,735,1250,0,1265,,,3250
20240611,3034.35,4.55,6.525169,456,6973,294.368667,13.458333,5.193808,9014.275066,167.76,15149,75,297.074334,6.057276,195.65,15605,74.768519,668.48,0,0,12.183333,7.332421,1930.302848,53.6,100,288.76,8.552668,62.52,50.763889,24,1179.74,6.62,3058,20.8,4.689904,3582.516458,58.53,100,303.67,5.469551,68.26,86.666667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.13,6.44,3915,20.85,4.446843,3501.45576,55.63,100,295.2,5.185452,64.87,86.875,24,,,,,,,,,,,,,,,,,,,,,,,,,,,731,1248,0,1251,,,3230
20240612,3062.25,4.54,6.744912,442,6731,294.32057,13.5875,5.194726,9099.214742,169.4,15244,75,297.141473,6.094756,198.75,15686,75.486111,653.31,0,0,11.866667,7.025281,1886.693949,50.02,100,288.79,8.242978,58.69,49.444444,24,1207.67,6.53,2871,21.283333,4.627251,3667.573023,59.09,100,303.69,5.429131,69.33,88.680556,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1201.27,6.89,3860,21.2,4.73978,3544.94777,60.29,100,295.1,5.560535,70.73,88.333333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,712,1277,0,1272,,,3261
20240613,3165.6,5.19,6.677818,504,7772,294.164511,14.033333,5.090558,9403.115664,171.45,15622,75,297.04055,6.009501,202.4,16126,77.962963,674.88,0,0,12.233333,6.822888,1947.433728,50.08,100,288.56,8.054496,59.12,50.972222,24,1292.6,6.42,2522,22.766667,4.551977,3924.46286,62.18,100,303.61,5.373353,73.4,94.861111,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1198.12,6.79,5250,21.133333,4.667981,3531.219076,59.19,100,294.73,5.511041,69.88,88.055556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,734,1366,0,1268,,,3368
