period_id,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#1_上网电量,可门_可门#1_供热用厂用电率,可门_可门#1_供热量,可门_可门#1_利用小时,可门_可门#1_发电厂用电率,可门_可门#1_发电标煤量,可门_可门#1_发电用厂用电量,可门_可门#1_开机率,可门_可门#1_综合供电煤耗,可门_可门#1_综合厂用电率,可门_可门#1_综合厂用电量,可门_可门#1_负荷率,可门_可门#1_运行小时,可门_可门#2_上网电量,可门_可门#2_供热用厂用电率,可门_可门#2_供热量,可门_可门#2_利用小时,可门_可门#2_发电厂用电率,可门_可门#2_发电标煤量,可门_可门#2_发电用厂用电量,可门_可门#2_开机率,可门_可门#2_综合供电煤耗,可门_可门#2_综合厂用电率,可门_可门#2_综合厂用电量,可门_可门#2_负荷率,可门_可门#2_运行小时,可门_可门#3_上网电量,可门_可门#3_供热用厂用电率,可门_可门#3_供热量,可门_可门#3_利用小时,可门_可门#3_发电厂用电率,可门_可门#3_发电标煤量,可门_可门#3_发电用厂用电量,可门_可门#3_开机率,可门_可门#3_综合供电煤耗,可门_可门#3_综合厂用电率,可门_可门#3_综合厂用电量,可门_可门#3_负荷率,可门_可门#3_运行小时,可门_可门#4_上网电量,可门_可门#4_供热用厂用电率,可门_可门#4_供热量,可门_可门#4_利用小时,可门_可门#4_发电厂用电率,可门_可门#4_发电标煤量,可门_可门#4_发电用厂用电量,可门_可门#4_开机率,可门_可门#4_综合供电煤耗,可门_可门#4_综合厂用电率,可门_可门#4_综合厂用电量,可门_可门#4_负荷率,可门_可门#4_运行小时,可门_可门#5_上网电量,可门_可门#5_供热用厂用电率,可门_可门#5_供热量,可门_可门#5_利用小时,可门_可门#5_发电厂用电率,可门_可门#5_发电标煤量,可门_可门#5_发电用厂用电量,可门_可门#5_开机率,可门_可门#5_综合供电煤耗,可门_可门#5_综合厂用电率,可门_可门#5_综合厂用电量,可门_可门#5_负荷率,可门_可门#5_运行小时,可门_可门#6_上网电量,可门_可门#6_供热用厂用电率,可门_可门#6_供热量,可门_可门#6_利用小时,可门_可门#6_发电厂用电率,可门_可门#6_发电标煤量,可门_可门#6_发电用厂用电量,可门_可门#6_开机率,可门_可门#6_综合供电煤耗,可门_可门#6_综合厂用电率,可门_可门#6_综合厂用电量,可门_可门#6_负荷率,可门_可门#6_运行小时,发电量1,发电量2,发电量3,发电量4,发电量5,发电量6,总发电量
20240211,2063.4,4.29,6.307896,418,6801,295.691715,9.079167,4.366223,6161.801376,95.14,9351,50,298.623698,5.305186,115.6,9769,75.659722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.28,6.27,4563,20.383333,4.422731,3529.704,54.09,100,305,5.373671,65.72,84.930556,24,906.12,6.38,2238,15.933333,4.293933,2632.097376,41.05,100,290.48,5.217573,49.88,66.388889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1223,956,,,2179
20240212,1961.55,4.39,6.431292,438,6826,295.670494,8.641667,4.439248,5859.982216,92.07,9309,50,298.742434,5.42189,112.45,9747,72.013889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.04,6.43,4861,18.333333,4.537273,3174.371104,49.91,100,305.51,5.541818,60.96,76.388889,24,922.51,6.42,1965,16.233333,4.328542,2685.611112,42.16,100,291.12,5.286448,51.49,67.638889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1100,974,,,2074
20240213,1922.55,4.49,6.717534,452,6684,295.642479,8.479167,4.686978,5734.340649,95.38,9631,50,298.267439,5.525799,112.45,10083,70.659722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.21,6.67,5531,18.933333,4.68838,3267.602487,53.26,100,304.47,5.527289,62.79,78.888889,24,849.34,6.98,1153,14.983333,4.686318,2466.738162,42.13,100,290.43,5.523915,49.66,62.430556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1136,899,,,2035
20240214,1930.2,4.74,6.739656,449,7033,295.590313,8.529167,4.70298,5766.168914,96.27,9085,50,298.734272,5.705911,116.8,9534,71.076389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.11,6.65,5549,19.666667,4.672034,3391.868792,55.13,100,304.72,5.668644,66.89,81.944444,24,817.09,7.09,1484,14.45,4.745098,2374.300122,41.14,100,290.58,5.756632,49.91,60.208333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1180,867,,,2047
20240215,1682.55,4.84,6.879886,442,7035,295.528025,7.470833,5.020636,5032.783155,90.02,7973,50,299.11641,6.160067,110.45,8415,62.256944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.76,6.7,6278,18.916667,4.684581,3249.502976,53.17,100,303.76,5.748018,65.24,78.819444,24,612.79,8.43,757,10.966667,5.600304,1783.280179,36.85,100,291.01,6.870821,45.21,45.694444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1135,658,,,1793
20240216,1911.6,4.73,6.652602,454,7110,295.598782,8.45,4.683925,5713.95402,94.99,9018,50,298.909501,5.739645,116.4,9472,70.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140.04,6.54,5838,20.133333,4.59106,3471.877816,55.46,100,304.54,5.625828,67.96,83.888889,24,771.56,7.21,1272,13.666667,4.820732,2242.076204,39.53,100,290.59,5.907317,48.44,56.944444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1208,820,,,2028
20240217,2078.7,4.71,6.72761,450,7001,295.597599,9.1875,4.62449,6216.506188,101.97,9880,50,299.057401,5.727891,126.3,10330,76.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.58,6.74,5331,20.583333,4.734413,3549.589256,58.47,100,305.32,5.863968,72.42,85.763889,24,916.12,6.67,1670,16.166667,4.484536,2666.916932,43.5,100,291.11,5.554639,53.88,67.361111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1235,970,,,2205
20240218,1978.8,4.61,6.831654,433,6748,295.651063,8.795833,4.766935,5943.68028,100.63,9415,50,300.367914,6.262435,132.2,9848,73.298611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167.48,6.75,5549,20.75,4.739759,3574.707012,59.01,100,306.19,6.226506,77.52,86.458333,24,811.32,7.18,1199,14.433333,4.806005,2368.973268,41.62,100,291.99,6.314088,54.68,60.138889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1245,866,,,2111
20240219,2943.15,3.95,6.059212,405,6519,295.866022,12.991667,4.788967,8783.315427,149.32,13902,66.666667,298.432476,5.607761,174.85,14307,81.197917,0,0,0,0,0,0,0,0,0,0,0,0,0,628.62,0,0,11.316667,6.335788,1932.755052,43.02,66.666667,307.46,7.419735,50.38,70.729167,16,1103.97,6.98,1660,19.516667,4.888984,3356.399991,57.25,100,304.03,5.724167,67.03,81.319444,24,1210.56,5.75,4859,21.133333,3.868297,3494.160384,49.05,100,288.64,4.529968,57.44,88.055556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,679,1171,1268,,,3118
20240220,3514.05,3.84,5.881452,417,6529,295.792601,15.420833,4.46528,10458.45733,165.26,16713,75,297.618341,5.051337,186.95,17130,85.671296,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.48,0,0,21.25,4.681569,3675.448372,59.69,100,304.39,5.295686,67.52,88.541667,24,1093.09,6.99,578,19.283333,4.882455,3304.083143,56.49,100,302.27,5.523768,63.91,80.347222,24,1213.48,5.78,5951,21.15,3.867612,3478.925812,49.08,100,286.69,4.375099,55.52,88.125,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1275,1157,1269,,,3701
20240221,3310.8,4.09,6.383643,416,6407,295.744843,14.5625,4.579971,9862.883481,160.07,15755,75,297.900311,5.270386,184.2,16171,80.902778,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.34,6.73,2134,21.283333,4.740799,3677.436906,60.54,100,304.59,5.454973,69.66,88.680556,24,888.08,7.51,892,15.75,5.234921,2690.349552,49.47,100,302.94,6.02328,56.92,65.625,24,1215.39,5.87,3381,21.216667,3.933229,3495.097023,50.07,100,287.57,4.52553,57.61,88.402778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1277,945,1273,,,3495
20240222,3221.4,3.81,6.567833,380,5801,295.794453,14.175,4.665491,9593.442326,158.72,15425,75,297.803512,5.308642,180.6,15805,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1192.55,6.77,2325,21.016667,4.770817,3631.55326,60.16,100,304.52,5.428232,68.45,87.569444,24,831.76,7.88,846,14.783333,5.473506,2518.818808,48.55,100,302.83,6.227734,55.24,61.597222,24,1197.09,5.95,2630,20.9,3.988038,3443.070258,50.01,100,287.62,4.538278,56.91,87.083333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1261,887,1254,,,3402
20240223,3268.65,3.74,6.206439,406,6026,295.756967,14.395833,4.591606,9749.214366,158.64,16282,75,298.264249,5.393632,186.35,16688,79.976852,0,0,0,0,0,0,0,0,0,0,0,0,0,1226.72,6.45,3489,21.6,4.550926,3740.023936,58.98,100,304.88,5.345679,69.28,90,24,815.42,0,0,14.55,5.613975,2475.61512,49.01,100,303.6,6.595647,57.58,60.625,24,1226.51,5.87,2537,21.433333,3.938569,3533.57531,50.65,100,288.1,4.625972,59.49,89.305556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1296,873,1286,,,3455
20240224,3444.75,3.83,6.177419,418,6200,295.76521,15.1625,4.452872,10283.63806,162.04,17080,75,298.530751,5.338005,194.25,17498,84.236111,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.88,6.46,3462,21.7,4.556068,3753.322384,59.32,100,304.93,5.462366,71.12,90.416667,24,975.48,0,0,17.3,5.024085,2962.142568,52.15,100,303.66,6.023121,62.52,72.083333,24,1238.39,5.8,2738,21.65,3.892225,3568.173107,50.56,100,288.13,4.665897,60.61,90.208333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1302,1038,1299,,,3639
20240225,3495.75,3.82,6.100287,419,6262,295.769529,15.3875,4.493637,10431.93918,165.95,17091,75,298.41777,5.341186,197.25,17510,85.486111,0,0,0,0,0,0,0,0,0,0,0,0,0,1224.82,6.56,2510,21.6,4.621142,3734.47618,59.89,100,304.9,5.492284,71.18,90,24,1032.95,0,0,18.316667,5.056415,3134.280185,55.57,100,303.43,6.010009,66.05,76.319444,24,1237.99,5.8,3752,21.633333,3.889831,3563.182818,50.49,100,287.82,4.623267,60.01,90.138889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1296,1099,1298,,,3693
20240226,3540.9,4.3,6.811342,405,6313,297.307235,15.658333,4.94545,10620.26038,185.85,17029,80.729167,299.931102,5.777009,217.1,17434,80.817204,83.17,0,0,1.716667,16.485437,306.755911,16.98,22.916667,368.83,19.252427,19.83,31.212121,5.5,1234.71,7.01,4113,21.833333,4.920611,3762.037899,64.46,100,304.69,5.747328,75.29,90.972222,24,943.93,7.46,876,16.75,5.20199,2863.978013,52.28,100,303.41,6.076617,61.07,69.791667,24,1279.09,5.8,1324,22.333333,3.891045,3687.488561,52.14,100,288.29,4.545522,60.91,93.055556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1310,1005,1340,,,3758
20240227,4579.8,4.07,6.497446,407,6264,295.854024,20.075,4.512453,13611.03065,217.41,22160,100,297.197053,4.94396,238.2,22567,83.645833,1038.15,0,0,18.216667,4.580055,3075.41556,50.06,100,296.24,5.018298,54.85,75.902778,24,1237.87,6.38,4281,21.7,4.495392,3750.622313,58.53,100,302.99,4.925499,64.13,90.416667,24,1219.53,6.75,1857,21.433333,4.716952,3675.175608,60.66,100,301.36,5.16874,66.47,89.305556,24,1084.24,6.33,126,18.95,4.234828,3109.817168,48.15,100,286.82,4.640281,52.76,78.958333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,1302,1286,1137,,,4818
20240228,4618.35,4.07,6.297385,423,6463,295.223267,20.225,4.402967,13699.18621,213.72,22313,100,296.62512,4.854759,235.65,22736,84.270833,1258.02,0,0,21.983333,4.193328,3611.77542,55.31,100,287.1,4.623199,60.98,91.597222,24,1254.63,6.27,4081,21.983333,4.42608,3806.421957,58.38,100,303.39,4.880212,64.37,91.597222,24,1003.66,7.14,837,17.7,4.982109,3030.852468,52.91,100,301.98,5.493409,58.34,73.75,24,1102.04,5.93,1545,19.233333,4.083189,3250.136368,47.12,100,294.92,4.5026,51.96,80.138889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,1319,1062,1154,,,4854
20240229,4917.15,4.19,6.133802,448,6831,295.229598,21.5125,4.317064,14584.66691,222.89,23581,100,296.608135,4.761766,245.85,24029,89.635417,1296.19,0,0,22.65,4.190581,3721.231871,56.95,100,287.09,4.621781,62.81,94.375,24,1292.5,6.1,3899,22.616667,4.308769,3921.7035,58.47,100,303.42,4.753132,64.5,94.236111,24,1098.62,7.08,1086,19.366667,4.944923,3315.08585,57.46,100,301.75,5.454389,63.38,80.694444,24,1229.83,5.64,1846,21.416667,3.892607,3626.645687,50.02,100,294.89,4.293385,55.17,89.236111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,1357,1162,1285,,,5163
20240301,4280.4,4,5.787037,454,6912,295.450337,18.7625,4.495447,12706.04855,202.43,21003,100,296.842551,4.943371,222.6,21457,78.177083,1228.39,6.15,2291,21.45,4.141414,3534.937903,53.3,100,287.77,4.554002,58.61,89.375,24,867.34,0,0,15.316667,5.112078,2644.693128,46.98,100,304.92,5.621328,51.66,63.819444,24,968.84,0,0,17.116667,5.149951,2935.5852,52.89,100,303,5.663096,58.16,71.319444,24,1215.83,5.6,4621,21.166667,3.87874,3590.832322,49.26,100,295.34,4.265354,54.17,88.194444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1287,919,1027,1270,,,4503
20240302,4548.45,4.41,6.243806,477,7063,295.252324,19.929167,4.394104,13501.38687,210.17,22460,100,296.834897,4.903826,234.55,22937,83.038194,1263.31,6.21,2724,22.083333,4.172075,3631.763588,55.28,100,287.48,4.655849,61.69,92.013889,24,981.42,0,0,17.3,4.884393,2990.975592,50.7,100,304.76,5.450867,56.58,72.083333,24,1038.53,6.92,2236,18.3,4.852459,3139.787749,53.28,100,302.33,5.416211,59.47,76.25,24,1265.18,5.56,2103,22.033333,3.850983,3738.859936,50.91,100,295.52,4.298033,56.82,91.805556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1038,1098,1322,,,4783
20240303,4509.3,4.45,6.057718,497,7346,295.256424,19.75,4.415401,13377.21234,209.29,22162,100,296.658292,4.867089,230.7,22659,82.291667,1257.22,6.13,5272,21.95,4.117692,3608.724288,54.23,100,287.04,4.539104,59.78,91.458333,24,907.08,0,0,16.016667,5.090531,2763.328512,48.92,100,304.64,5.610822,53.92,66.736111,24,1095.29,7,590,19.3,4.912781,3312.266489,56.89,100,302.41,5.415371,62.71,80.416667,24,1249.71,5.44,1484,21.733333,3.77684,3692.89305,49.25,100,295.5,4.163344,54.29,90.555556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1317,961,1158,1304,,,4740
20240304,4581.75,4.19,6.000286,476,6983,295.258282,20.05,4.335204,13591.89021,208.61,22464,100,296.652812,4.784913,230.25,22940,83.541667,1262.18,5.91,5288,22,3.968939,3616.019482,52.39,100,286.49,4.380303,57.82,91.666667,24,1015.36,6.67,809,17.85,4.706816,3085.67904,50.41,100,303.9,5.195145,55.64,74.375,24,1233.35,0,0,21.666667,4.644615,3724.22366,60.38,100,301.96,5.126923,66.65,90.277778,24,1070.85,5.86,886,18.683333,4.052632,3165.968025,45.43,100,295.65,4.473684,50.15,77.847222,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,1071,1300,1121,,,4812
20240305,4407.75,3.69,5.965082,411,6186,295.314367,19.304167,4.371034,13083.87351,202.51,21337,100,296.837922,4.861861,225.25,21748,80.434028,1229.64,5.87,4254,21.433333,3.940124,3524.394168,50.67,100,286.62,4.382582,56.36,89.305556,24,1028.52,0,0,18.1,4.758748,3126.289392,51.68,100,303.96,5.292818,57.48,75.416667,24,1149.63,6.7,618,20.216667,4.69662,3469.008525,56.97,100,301.75,5.224237,63.37,84.236111,24,999.96,5.95,1314,17.466667,4.121183,2964.181428,43.19,100,296.43,4.583969,48.04,72.777778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,1086,1213,1048,,,4633
20240306,4525.2,3.86,5.974307,443,6461,295.287706,19.7875,4.333333,13415.5406,205.79,22311,100,296.462932,4.712571,223.8,22754,82.447917,1212.46,5.89,5123,21.116667,3.958169,3474.789114,50.15,100,286.59,4.304657,54.54,87.986111,24,1130.54,6.28,1338,19.8,4.447811,3434.128304,52.84,100,303.76,4.8367,57.46,82.5,24,932.41,0,0,16.416667,4.909645,2817.74302,48.36,100,302.2,5.339086,52.59,68.402778,24,1249.79,0,0,21.816667,4.1589,3688.880164,54.44,100,295.16,4.5233,59.21,90.902778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,1188,985,1309,,,4749
20240307,4324.05,4.06,5.735273,469,7079,295.398171,18.904167,4.250386,12832.56917,192.84,21245,100,296.771989,4.69363,212.95,21714,78.767361,1209.79,5.77,4812,21.066667,3.883703,3475.484712,49.09,100,287.28,4.288766,54.21,87.777778,24,960.77,0,0,16.9,4.753452,2928.138729,48.2,100,304.77,5.249507,53.23,70.416667,24,884.7,6.93,377,15.583333,4.871658,2678.78313,45.55,100,302.79,5.379679,50.3,64.930556,24,1268.79,5.44,1890,22.066667,3.776435,3750.162603,50,100,295.57,4.16994,55.21,91.944444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,1014,935,1324,,,4537
20240308,4126.35,4.71,5.636668,553,8356,295.660244,18.054167,4.321948,12257.27545,187.27,20319,100,297.048856,4.769213,206.65,20872,75.225694,1203.71,5.69,5459,20.95,3.841687,3463.07367,48.29,100,287.7,4.239459,53.29,87.291667,24,867.25,7.08,120,15.3,5.009804,2647.627525,45.99,100,305.29,5.528322,50.75,63.75,24,861.45,0,0,15.2,5.023026,2613.46701,45.81,100,303.38,5.542763,50.55,63.333333,24,1193.94,5.45,2777,20.766667,3.785714,3533.107248,47.17,100,295.92,4.17817,52.06,86.527778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,918,912,1246,,,4333
20240309,4454.1,4.85,5.579202,570,8693,295.21853,19.466667,4.185574,13215.30987,195.55,21724,100,296.699892,4.663955,217.9,22294,81.111111,1240.1,5.65,4472,21.583333,3.804633,3561.44319,49.27,100,287.19,4.239382,54.9,89.930556,24,1006,6.58,162,17.683333,4.652215,3063.8736,49.36,100,304.56,5.183789,55,73.680556,24,981.93,0,0,17.266667,4.683398,2972.105724,48.52,100,302.68,5.219112,54.07,71.944444,24,1226.07,5.46,4059,21.333333,3.78125,3617.887356,48.4,100,295.08,4.213281,53.93,88.888889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1061,1036,1280,,,4672
20240310,4260,4.68,5.518217,561,8481,295.444388,18.616667,4.222695,12643.04034,188.67,21070,100,296.784985,4.655327,208,21631,77.569444,1232.12,5.63,3752,21.433333,3.800156,3544.19318,48.87,100,287.65,4.189736,53.88,89.305556,24,862.28,6.97,126,15.2,4.945175,2629.436632,45.1,100,304.94,5.451754,49.72,63.333333,24,946.11,0,0,16.633333,4.716433,2867.280966,47.07,100,303.06,5.199399,51.89,69.305556,24,1219.49,5.4,4603,21.2,3.744497,3602.129562,47.63,100,295.38,4.128145,52.51,88.333333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,912,998,1272,,,4468
20240311,4777.2,4.42,5.535379,529,7985,295.262534,20.858333,4.149221,14167.55266,207.71,23564,100,296.566036,4.570515,228.8,24093,86.909722,1267.82,5.72,3350,22.066667,3.851964,3637.755926,51,100,286.93,4.243202,56.18,91.944444,24,1061.67,6.47,170,18.633333,4.573345,3228.963138,51.13,100,304.14,5.038462,56.33,77.638889,24,1170.12,0,0,20.533333,4.559253,3535.166544,56.17,100,302.12,5.022727,61.88,85.555556,24,1277.58,5.36,4465,22.2,3.708709,3765.66705,49.4,100,294.75,4.085586,54.42,92.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,1118,1232,1332,,,5006
20240312,4350,4.31,5.595223,520,7703,295.334848,19.016667,4.254382,12905.63078,194.17,21721,100,296.681167,4.688869,214,22241,79.236111,1248.52,5.73,4325,21.733333,3.860429,3586.99796,50.34,100,287.3,4.254601,55.48,90.555556,24,957.45,6.79,211,16.85,4.806133,2917.35015,48.59,100,304.7,5.296736,53.55,70.208333,24,923.06,0,0,16.266667,4.921107,2795.02568,48.03,100,302.8,5.42418,52.94,67.777778,24,1220.97,5.35,3167,21.216667,3.708562,3606.256992,47.21,100,295.36,4.087196,52.03,88.402778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,1011,976,1273,,,4564
20240313,4379.1,4.36,5.862579,488,7437,295.262382,19.166667,4.336739,12993.05063,199.49,21079,100,296.705958,4.802174,220.9,21567,79.861111,1225.32,5.94,3730,21.366667,3.99298,3519.609168,51.19,100,287.24,4.421217,56.68,89.027778,24,1032.07,0,0,18.166667,4.799083,3143.478806,52.31,100,304.58,5.314679,57.93,75.694444,24,905.06,6.98,532,15.95,4.901776,2738.168524,46.91,100,302.54,5.427377,51.94,66.458333,24,1216.65,5.58,3175,21.183333,3.861526,3591.79413,49.08,100,295.22,4.276161,54.35,88.263889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,1090,957,1271,,,4600
20240314,4773.6,4.33,5.959262,482,7266,295.253712,20.883333,4.3751,14150.6837,219.28,23143,100,296.43631,4.756584,238.4,23625,87.013889,1288.13,6.09,4233,22.466667,4.085312,3693.06871,55.07,100,286.7,4.441395,59.87,93.611111,24,1008.51,0,0,17.766667,4.9606,3067.988271,52.88,100,304.21,5.393058,57.49,74.027778,24,1195.84,6.59,54,20.983333,4.613979,3612.273888,58.09,100,302.07,5.01668,63.16,87.430556,24,1281.11,5.75,2979,22.316667,3.976848,3777.352835,53.25,100,294.85,4.323376,57.89,92.986111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,1066,1259,1339,,,5012
20240315,4649.55,4.63,6.282225,492,7370,295.229388,20.370833,4.443444,13792.40844,217.24,22567,100,296.639641,4.89773,239.45,23059,84.878472,1271.37,6.07,4236,22.183333,4.064613,3638.66094,54.1,100,286.2,4.48009,59.63,92.430556,24,1174.01,0,0,20.616667,4.620049,3563.707355,57.15,100,303.55,5.092158,62.99,85.902778,24,1249.55,6.53,1792,21.933333,4.581307,3764.14442,60.29,100,301.24,5.049392,66.45,91.388889,24,954.63,6.6,1342,16.75,4.547264,2825.895726,45.7,100,296.02,5.01194,50.37,69.791667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,1237,1316,1005,,,4889
20240316,4969.35,4.56,6.129032,505,7440,295.255432,21.741667,4.302415,14743.57998,224.5,24397,100,296.690311,4.765236,248.65,24902,90.590278,1264.89,6.01,3829,22.066667,4.030967,3624.921762,53.37,100,286.58,4.464502,59.11,91.944444,24,1265.27,0,0,22.2,4.523273,3844.522895,60.25,100,303.85,5.00976,66.73,92.5,24,1249.89,6.46,2236,21.933333,4.535714,3768.168372,59.69,100,301.48,5.023556,66.11,91.388889,24,1189.31,5.96,1375,20.766667,4.108347,3505.966949,51.19,100,294.79,4.549759,56.69,86.527778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,1332,1316,1246,,,5218
20240317,4613.25,4.53,6.125761,489,7395,295.236983,20.195833,4.386425,13682.43323,212.61,22218,100,296.589893,4.822571,233.75,22707,84.149306,1251.8,6.01,3348,21.833333,4.041221,3593.16672,52.94,100,287.04,4.442748,58.2,90.972222,24,1008.54,0,0,17.75,4.822535,3069.592344,51.36,100,304.36,5.301408,56.46,73.958333,24,1119.88,6.7,1605,19.683333,4.707875,3381.589648,55.6,100,301.96,5.175275,61.12,82.013889,24,1233.04,5.92,2442,21.516667,4.083656,3638.08452,52.72,100,295.05,4.489543,57.96,89.652778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,1065,1181,1291,,,4847
20240318,4725.9,4.22,6.202234,449,6804,295.270683,20.679167,4.333065,14019.3044,215.05,22625,100,296.648351,4.777352,237.1,23074,86.163194,1258.62,6.08,2866,21.966667,4.086495,3612.616986,53.86,100,287.03,4.505311,59.38,91.527778,24,1125.84,0,0,19.766667,4.60118,3424.692696,54.57,100,304.19,5.072513,60.16,82.361111,24,1083.73,6.59,2118,19.033333,4.627846,3270.588767,52.85,100,301.79,5.102452,58.27,79.305556,24,1257.72,5.91,1820,21.95,4.082764,3711.405948,53.77,100,295.09,4.501139,59.28,91.458333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1186,1142,1317,,,4963
20240319,4618.95,3.87,6.068684,430,6377,295.287058,20.2375,4.441631,13705.06964,215.73,22526,100,296.713964,4.901174,238.05,22956,84.322917,1257.97,6.15,4149,21.966667,4.127466,3609.870712,54.4,100,286.96,4.554628,60.03,91.527778,24,1066.72,0,0,18.783333,4.847382,3246.668992,54.63,100,304.36,5.348713,60.28,78.263889,24,1055.63,0,0,18.583333,4.825112,3192.436246,53.8,100,302.42,5.324664,59.37,77.430556,24,1238.64,5.9,2228,21.616667,4.077872,3656.093688,52.89,100,295.17,4.499614,58.36,90.069444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1127,1115,1297,,,4857
20240320,4263.6,3.93,6.626201,396,5931,295.495634,18.7125,4.586952,12661.98792,206,20638,100,296.978795,5.06346,227.4,21034,77.96875,959.57,6.79,870,16.833333,4.522772,2747.536781,45.68,100,286.33,4.993069,50.43,70.138889,24,1206.1,0,0,21.166667,4.558268,3655.20666,57.89,100,303.06,5.031496,63.9,88.194444,24,1199.04,6.56,4245,21.05,4.58749,3601.31664,57.94,100,300.35,5.064133,63.96,87.708333,24,898.89,6.83,816,15.8,4.693038,2657.927841,44.49,100,295.69,5.18038,49.11,65.833333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,1270,1263,948,,,4491
20240321,5130.15,4.09,6.4177,422,6373,295.268437,22.45,4.37565,15212.93853,235.76,24841,100,296.539839,4.785635,257.85,25263,93.541667,1322,6.11,1945,23.066667,4.096098,3788.0588,56.69,100,286.54,4.479769,62,96.111111,24,1325.69,0,0,23.233333,4.480631,4025.457685,62.46,100,303.65,4.900287,68.31,96.805556,24,1309.26,6.69,3368,23,4.686957,3942.705564,64.68,100,301.14,5.126087,70.74,95.833333,24,1173.2,6.13,1060,20.5,4.222764,3456.71648,51.94,100,294.64,4.617886,56.8,85.416667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,1394,1380,1230,,,5388
