period_id,邵武_厂级_上网电量,邵武_厂级_供电煤耗,邵武_厂级_利用小时,邵武_厂级_发电厂用电率,邵武_厂级_发电标煤量,邵武_厂级_发电用厂用电量,邵武_厂级_发电耗煤量,邵武_厂级_开机率,邵武_厂级_综合厂用电率,邵武_厂级_综合厂用电量,邵武_厂级_耗煤量,邵武_厂级_负荷率,邵武_邵武#3_上网电量,邵武_邵武#3_利用小时,邵武_邵武#3_发电厂用电率,邵武_邵武#3_发电标煤量,邵武_邵武#3_发电用厂用电量,邵武_邵武#3_开机率,邵武_邵武#3_综合厂用电率,邵武_邵武#3_综合厂用电量,邵武_邵武#3_负荷率,邵武_邵武#3_运行小时,邵武_邵武#4_上网电量,邵武_邵武#4_利用小时,邵武_邵武#4_发电厂用电率,邵武_邵武#4_发电标煤量,邵武_邵武#4_发电用厂用电量,邵武_邵武#4_开机率,邵武_邵武#4_综合厂用电率,邵武_邵武#4_综合厂用电量,邵武_邵武#4_负荷率,邵武_邵武#4_运行小时,发电量3,发电量4,总发电量
20240305,2119.42,281.642807,16.871212,4.547822,5986.937484,101.28,9554,100,4.830714,107.58,9554,70.296717,1059.38,16.863636,4.531896,2992.7485,50.44,100,4.81761,53.62,70.265152,24,1060.04,16.878788,4.563734,2994.188984,50.84,100,4.843806,53.96,70.328283,24,1113,1114,2227
20240306,1999.63,282.146659,15.931818,4.673324,5656.250512,98.28,9433,100,4.915359,103.37,9433,66.382576,1001.74,15.939394,4.596958,2832.820546,48.36,100,4.777567,50.26,66.414141,24,997.89,15.924242,4.749762,2823.429966,49.92,100,5.053283,53.11,66.35101,24,1052,1051,2103
20240307,1897.93,282.873912,15.106061,4.615848,5380.14866,92.04,8221,100,4.817954,96.07,8221,62.941919,953.39,15.166667,4.535465,2701.716582,45.4,100,4.756244,47.61,63.194444,24,944.54,15.045455,4.696878,2678.432078,46.64,100,4.880161,48.46,62.689394,24,1001,993,1994
20240308,1859.05,283.040264,14.818182,4.683027,5277.002687,91.6,8266,100,4.956544,96.95,8266,61.742424,932.88,14.848485,4.591837,2647.51344,45,100,4.808163,47.12,61.868687,24,926.17,14.787879,4.77459,2629.489247,46.6,100,5.105533,49.83,61.616162,24,980,976,1956
20240309,2075.106,281.667749,16.462121,4.289001,5858.125835,93.2,9143,100,4.509434,97.99,9143,68.592172,1038.158,16.454545,4.235727,2929.162797,46,100,4.405341,47.842,68.560606,24,1036.9479,16.469697,4.342226,2928.963038,47.2,100,4.604609,50.0521,68.623737,24,1086,1087,2173
20240310,2003.067,282.018882,15.924242,4.483349,5662.262313,94.24,7944,100,4.70647,98.93,7944,66.35101,1003.6512,15.939394,4.365019,2835.415005,45.92,100,4.595894,48.3488,66.414141,24,999.4157,15.909091,4.601905,2826.847307,48.32,100,4.817552,50.5843,66.287879,24,1052,1050,2102
20240311,2294.69,280.594144,18.204545,4.214732,6458.491539,101.28,9559,100,4.507699,108.32,9559,75.852273,1146.79,18.181818,4.153333,3227.755134,49.84,100,4.434167,53.21,75.757576,24,1147.89,18.227273,4.275977,3230.736405,51.44,100,4.581047,55.11,75.94697,24,1200,1203,2403
20240312,2139.3,281.304933,17,4.45098,6031.515336,99.88,8345,100,4.665775,104.7,8345,70.833333,976.34,15.515152,4.527344,2759.527376,46.36,100,4.654297,47.66,64.646465,24,1162.96,18.484848,4.386885,3271.98796,53.52,100,4.67541,57.04,77.020202,24,1024,1220,2244
20240313,1952.709,282.06734,15.560606,4.629017,5525.47353,95.08,8345,100,4.931353,101.29,8345,64.835859,981.937755,15.621212,4.457808,2777.705521,45.96,100,4.758705,49.062245,65.088384,24,970.771245,15.5,4.801564,2747.76801,49.12,100,5.10545,52.228755,64.583333,24,1031,1023,2054
20240314,2258.652,281.186772,17.939394,4.400338,6365.506149,104.2,8894,100,4.617821,109.35,8894,74.747475,1103.831389,17.515152,4.311419,3114.570647,49.84,100,4.512856,52.168611,72.979798,24,1154.820611,18.363636,4.485149,3250.935502,54.36,100,4.717771,57.179389,76.515152,24,1156,1212,2368
20240315,2364.39,280.770143,18.780303,4.361436,6656.723178,108.12,9495,100,4.623235,114.61,9495,78.251263,1229.17,19.484848,4.211509,3459.376048,54.16,100,4.419129,56.83,81.186869,24,1135.22,18.075758,4.523051,3197.34713,53.96,100,4.843252,57.78,75.315657,24,1286,1193,2479
20240316,2275.75,281.085722,18.083333,4.462505,6410.103671,106.52,9838,100,4.660662,111.25,9838,75.347222,1141.26,18.106061,4.30795,3214.35879,51.48,100,4.497071,53.74,75.441919,24,1134.49,18.060606,4.61745,3195.744881,55.04,100,4.824664,57.51,75.252525,24,1195,1192,2387
20240317,2196.15,281.607102,17.484848,4.556326,6203.353893,105.16,8717,100,4.846187,111.85,8717,72.853535,1102.09,17.5,4.342857,3112.853205,50.16,100,4.580952,52.91,72.916667,24,1094.06,17.469697,4.770165,3090.500688,55,100,5.111882,58.94,72.790404,24,1155,1153,2308
20240318,2179.65,282.104746,17.348485,4.60786,6162.521755,105.52,9319,100,4.818777,110.35,9319,72.285354,1091.17,17.348485,4.48559,3083.973771,51.36,100,4.70131,53.83,72.285354,24,1088.48,17.348485,4.730131,3078.547984,54.16,100,4.936245,56.52,72.285354,24,1145,1145,2290
20240319,2078.274,282.123153,16.545455,4.600733,5878.092311,100.48,8647,100,4.840659,105.72,8647,68.939394,1041.8874,16.560606,4.468435,2948.020398,48.84,100,4.676359,51.1126,69.002525,24,1036.3865,16.530303,4.733272,2930.071913,51.64,100,5.00582,54.6135,68.876263,24,1093,1091,2184
